DocId,ProcessedTweet,OriginalTweet
1727,never been into politics but i guess it's never too late to start #presidentialdebate,Never been into politics but I guess it's never too late to start. #PresidentialDebate
1729,is it jut me or does mitt romney look like he is bout to cry #debate,Is it jut me or does Mitt Romney look like he is bout to cry? #debate
1730,people talk shit about mitt romney and support obama when they don't know anything about them or what they stand for politically #stfuplease,people talk shit about mitt romney and support obama when they don't know anything about them or what they stand for politically #stfuplease
1732,that moment when someone tells a joke u just blank stare #romney,That moment when someone tells a joke & u just blank stare... #Romney
1733,obama wastes no time in appeasing the unions i want to create new teaching jobs #denverdebate,Obama wastes no time in appeasing the unions --   I want to create 150 -- 000 new teaching jobs #DenverDebate
1735,like the fact that pres obma got a chance to basically answer the question again bc he didn't really the first go around #presidentialdebate,Like the fact that pres Obma got a chance to basically answer the question again bc he didn't really the first go around #Presidentialdebate
1738,romney is focusing on the now obama the future i'd rather fix the problem for the future to prevent it from getting bad again #obama2012,Romney is focusing on the now --  Obama the future. I'd rather fix the problem for the future to prevent it from getting bad again. #Obama2012
1740,i'm not sure how i feel about those linessomething seems off #debates,@cnnbrk I'm not sure how I feel about those lines.......something seems off #debates
1741,let's remember obama has been president for years of which with complete dem control of congress and only a record to run from not on,Let's remember Obama has been President for 4 years --  2 of which with complete Dem control of congress and only a record to run from --  not on.
1743,el turno es para #romney habla sobre como estadounidenses le cuentan sobre la perdida de empleos,El turno es para #Romney. Habla sobre como estadounidenses le cuentan sobre la perdida de empleos!
1744,mitt romney high income people are doing just fine under this economy #debates,Mitt Romney: High income people are doing just fine under this economy. #debates
1746,sowhen does the slashfic begin #obamaromney most romantic thing you could imagine here with me #debates,Sowhen does the slashfic begin? #obamaromney Most romantic thing you could imagine --  here with me #debates
1747,watching the presidential debates i am so excited i can vote this year #debates,Watching the Presidential Debates. I am so excited I can vote this year! #debates
1748,romney's wearing a red tie and obama's wearing a blue oh i see what you guys did there #debates,Romney's wearing a red tie and Obama's wearing a blue --  OH I SEE WHAT YOU GUYS DID THERE #debates
1749,woman in toledo asked mitt can you help me mitt said sure i've got houses that need cleaning #denverdebate #debate,Woman in Toledo asked Mitt can you help me --  Mitt said --  sure --  I've got 5 houses that need cleaning. #denverdebate #debate
1751,aww how cute instead of answering the question he's wishing his wife happy anniversary #denverdebate #factcheck,Aww how cute. -_- Instead of answering the question he's wishing his wife Happy Anniversary.  #DenverDebate #FactCheck
1755,the first answer from mitt sounds like he is prepared he studied for this moment i think obama is relying on winging it #debates,The first answer from Mitt sounds like he is prepared. He studied for this moment. I think Obama is relying on winging it. #Debates
1758,does trickledown government equal a reference to ronald reagan the #debates drinking game rules aren't clear,Does trickle-down government equal a reference to Ronald Reagan? The #debates drinking game rules aren't clear.
1760,#obama important point you have is wishing your wife a happy anniversary there are more important things you should be discussing 2nite,#Obama important point you have  is wishing your wife a happy anniversary? There are more important things you should be discussing 2nite
1762,mormons are lucky they get to have five or six wedding anniversaries a year #debates #denverdebate,Mormons are lucky. They get to have five or six wedding anniversaries a year. #debates #DenverDebate
1766,watching the presidential debates for the 1st time ever very excited #debates #america,Watching the presidential debates for the 1st time ever. Very excited! #Debates #America
1767,so to president obama for shouting out to his wife on their anniversary,S/O to President Obama for shouting out to his wife on their anniversary!
1770,every obama solution starts with more government which has never worked #denverdebate,Every Obama solution starts with more government which has never worked #DenverDebate
1771,in obama's rebuttal about trickledown he failed to say the words trickledown gonna be a fun night #crnc amen #tcot,@AlexSchriver: In Obama's rebuttal about trickle-down --  he failed to say the words trickle-down. Gonna be a fun night. #crnc Amen. #tcot
1772,watching the #presidentialdebate and playing the #debatedrinking game at this rate i'm going to be done in mins,Watching the #presidentialdebate and playing the #debatedrinking game. At this rate --  I'm going to be done in 10 mins!
1778,i'd like to first point out that the pres suit is well tailored better than mitt's any day #presidentialdebate,I'd like to first point out that the Pres' suit is well tailored. Better than mitt's any day! #presidentialdebate
1779,i know the president is nervous but dammit i hope he doesn't go all long winded tonight #presidentialdebate,I know the president is nervous --  but dammit... I hope he doesn't go all long winded tonight. #PresidentialDebate
1782,yo mitt romney your intros and thank yous was wack fam,YO MITT ROMNEY --  YOUR INTROS AND THANK YOUS WAS WACK FAM!!
1783,obama dice que el pas funciona mejor cuando a la clase media le va mejor #debates,Obama dice que el pas funciona mejor cuando a la clase media le va mejor #Debates
1785,this must have been the most romantic place to celebrate your anniversarywith me mitt romney to obama,This must have been the most romantic place to celebrate your anniversary...with me. - Mitt Romney to Obama
1787,no hooting and hollering please #presidentialdebate negro we gave a blk president therefor those rules don't apply ha,@TheKevofTimes: No hooting and hollering --  please! #PresidentialDebate<<< Negro we gave a blk president therefor those rules don't apply ha
1788,i like how am watching the debate in english while my parents are in spanish #obama,I like how am watching the debate in English while my parents are in Spanish! #Obama
1789,no spike from women on the cnn viewer dials after obama's anniversary plugwhat would have worked flowers #presidentialdebate,@davidfrum NO spike from women on the CNN viewer dials after Obama's anniversary plug--what would have worked --  flowers? #presidentialdebate
1791,i hope mitt brought his butane torch lots of strawmen to take out tonight #denverdebate,I hope Mitt brought his butane torch --  lots of strawmen to take out tonight. #DenverDebate
1792,i think obama believes he hasnt been in office for the last years #denverdebate,i think obama believes he hasnt been in office for the last 4 years #denverdebate
1793,wait why didn't president obama give a shoutout to jeremiah wright to start his speech does he not do that to start every speech,Wait. Why didn't President Obama give a shoutout to Jeremiah Wright to start his speech? Does he not do that to start every speech?
1794,america does best when the middle class does best president obama #presidentialdebate,America does best when the middle class does best! President Obama #PresidentialDebate
1795,all these unemployed people mitt meets were laid off by him #debates,All these unemployed people Mitt meets were laid off by him #debates
1796,#romney gets first laugh of night joking to #obama about romantic wedding anniversaries spent with himlaugh breaks #jimlehrer rules,#romney gets first laugh of night joking to #Obama about romantic wedding anniversaries spent with him...laugh breaks #jimlehrer rules
1799,mitt tries to make it look like he is in touch with the middle class yikes #debates,Mitt tries to make it look like he is in touch with the middle class ... Yikes #Debates
1802,who gives more specifics that is my test of the debates #debates,Who gives more specifics? That is my test of the debates #debates
1803,#debates obama did a great job avoiding the question by rephrasing it derp,#debates Obama did a great job avoiding the question by rephrasing it.  Derp!
1805,whoa minor technical malfunction here at #gopwatchparty there were some scary faces #romneyryan2012,Whoa. Minor technical malfunction here at #GOPWatchParty. There were some scary faces. #RomneyRyan2012
1806,if they had a #presidentialdebate in slc would it be in the conference center or would that be considered home court a,RT @MormonProbs: If they had a #presidentialdebate in SLC --  would it be in the Conference Center or would that be considered home court a ...
1812,#debates chris matthews peeing his pants right now romney being specific and presidential,#debates Chris Matthews peeing his pants right now -- Romney being specific and presidential
1813,the only reason why obama is president is that government wanted a black guy to take the fall bill burr,The only reason why Obama is president is that government wanted a black guy to take the fall. -Bill Burr
1815,jobs romney gives part plan but doesn't say how it'll work potus touts similar plans he's had for the past years #debates,Jobs: Romney gives 5 part plan but doesn't say how it'll work. POTUS touts similar plans he's had for the past 4 years. #debates
1817,everytime one of them mentions a nameless person from a state asking for help take a drink #debates,RT @MyNameisRazzle2: Everytime one of them mentions a nameless person from a state asking for help --  take a drink. #debates
1818,right he fakin he better act like he know romney better address obama as the president,Right! He fakin. He better act like he know. @Kandy1990: ROMNEY BETTER ADDRESS OBAMA AS THE PRESIDENT...
1819,romney made a joke he's doing a good job pretending to be a real person #debates,Romney made a joke! He's doing a good job pretending to be a real person. #debates
1820,alllll opinions aside mitt romney and barack obama are both incredibly good looking men,Alllll opinions aside.. Mitt Romney and Barack Obama are both incredibly good looking men.
1822,both their ties are off center s tilted slightly to his left s is leaning right #debates #cantmakeitup,Both their ties are off center. @BarackObama 's tilted slightly to his left @mittromney 's is leaning right. #debates #cantmakeitup
1823,support gary johnson libertarian party to bring the troops home now #garyjohnsonforpresident #denverdebate,Support Gary Johnson & Libertarian Party to bring the troops home NOW. #GaryJohnsonForPresident @GovGaryJohnson #DenverDebate
1824,comienza el debate de obama y mitt romney se dan la mano se saludan y sonrien y ahora debaten pitiyankis civilizados,RT @ErikaDLV: Comienza el debate de Obama y Mitt Romney . Se dan la mano --  se saludan y sonrien y ahora debaten. Pitiyankis civilizados!
1829,i applaud president and mrs obama for years of marriage love how gov romney referenced it for a great laugh #denverdebate,I applaud President and Mrs Obama for 20 years of marriage // Love how Gov Romney referenced it for a great laugh #DenverDebate
1831,mt it's show time mitt romney and barack obama begin #denverdebate follow along with our pundits,MT @Suntimes It's show time: Mitt Romney and Barack Obama begin #denverdebate. Follow along with our pundits: http://t.co/uvmJUL0X
1833,lets hope that the #zingers don't interfere with the true meaning of the debate #forward2012 #debate2012,Lets hope that the #zingers don't interfere with the true meaning of the debate! #Forward2012 #debate2012
1835,why didn't romney give the woman who lost her home one of his #debates,Why didn't Romney give the woman who lost her home one of his? #debates
1837,thank you president obama for wasting my time for you to announce your anniversarylmao,Thank you President Obama for wasting my time for you to announce your anniversary...lmao.
1839,dear mitt mention solyndra and the dc voucher program or i'm voting for mickey mouse #denverdebate,Dear Mitt: Mention Solyndra and the DC voucher program or I'm voting for Mickey Mouse #DenverDebate
1841,mitt romney sound scary af make sure yall vote for obama,Mitt romney sound scary af ..... Make sure yall vote for obama!!
1842,just cursed out the actual mitt romney lol i love my nigga monie,@iAdoreBoobies just cursed out the ACTUAL mitt Romney LOL. I love my nigga Monie
1844,obama's blue tie really brings out his soul romney's red tie really brings out his horns #blatantpartisan #debates,Obama's blue tie really brings out his soul. Romney's red tie really brings out his horns. #blatantpartisan #debates
1845,when president obama says governor romney put that man in his place #obama #debate2012 #romneysucks,When President Obama says Governor Romney >>> put that man in his place #Obama #debate2012 #romneysucks
1846,yes i'm watching the #presidentialdebate but no i'm not going to tweet it however you choose to do it make sure you're informed,Yes --  I'm watching the #presidentialdebate but NO --  I'm not going to tweet it. However you choose to do it --  make sure you're informed.
1847,crappy web broadcasts of nfl gands and the #debates almost enough to convince me to get cable,Crappy Web broadcasts of NFL gands and the #debates almost enough to convince me to get cable....
1848,aha he rolls w illuminati #killilluminati rt obama me la pela rt #teamobama ew melly hahahaha,aha he rolls w/ illuminati #killilluminati RT @GOSHLeslie_ @MellyTokes obama me la pela RT @GOSHLeslie_ #TeamObama ew melly hahahaha
1853,mr moderator we've learned that frankly government can do very little to create jobs #presidentialdebate,Mr. Moderator --  we've learned that frankly --  government can do very little to create jobs #PresidentialDebate http://t.co/4GsnJWeZ
1854,#youtubepolitics obama is a great speaker but his track record is against him #debates,#youtubepolitics Obama is a great speaker but his track record is against him --  #debates
1856,quotes maya angelou re romney's #47percent if somebody tells you who they are believe them the first time,RT @current: .@algore quotes Maya Angelou re: Romney's #47percent: If somebody tells you who they are: believe them the first time.  ...
1857,mitt romney is my god father but we don't talk cause he touched me when i was little and i stabbed him with a butter knife,Mitt Romney is my god father but we don't talk cause he touched me when I was little and I stabbed him with a butter knife.
1858,predictably opening statements already see mitt telling his points while obama makes attack on romney promises economic patriotism,Predictably --  opening statements already see Mitt telling his points --  while Obama makes attack on Romney & promises economic patriotism
1859,hood niggas don't say cunt doe rt obama might get hood an socc him doe then call him a cunt rt mitt romney looks,Hood niggas don't say cunt doe RT @Shanabana29 Obama might get hood an socc him doe then call him a cunt RT @Da_Warden305: Mitt Romney looks
1862,i know it took up valuable time but nice to see exchange between both candidates over obama's anniversary #debates,I know it took up valuable time but nice to see exchange between both candidates over Obama's anniversary. #debates
1863,#debates you were supposed to tell us all this on the 1st question roundnot wish your wife happy anniversary,#Debates - You were supposed to tell us all this on the 1st question round....NOT wish your wife happy anniversary!
1868,i'll be on for most of the #debates i bet sorry guys,I'll be on http://t.co/4NnC0cA5 for most of the #debates --  I bet. Sorry guys...
1870,domestic oil production is going to ruin our country not help it #debates,Domestic oil production is going to ruin our country --  not help it. #debates
1872,wow obama wants to lower the corp tax rate how's that feel #ows #debates,Wow Obama wants to lower the corp tax rate. How's that feel #ows ?  #debates
1873,suck's that it's obama's anniversary and he has to stare at mitt romney for hours #presidentialdebate2012,suck's that it's Obama's anniversary and he has to stare at Mitt Romney for hours. #PresidentialDebate2012
1875,lmao rt fuck mitt romney this nigga a billionaire he don't know about kool aid and raman noodles for dinner,Lmao RT @SirAsshole: Fuck Mitt Romney --  this nigga a billionaire --  he don't know about kool aid and Raman noodles for dinner
1880,well i'm an adult so yes i'll watch this boring debate #presidentialdebate,Well I'm an adult so yes I'll watch this boring debate #presidentialdebate
1882,#obama is leading #romney in ability to tie a quality knot in a neck tie #thingsiadmireinacandidate,#Obama is leading #Romney in ability to tie a quality knot in a neck tie... #ThingsIAdmireInACandidate
1883,i'm voting for mitt romney because he mentioned dayton ohio in his speech #jkimtootoungtovote,I'm voting for mitt Romney because he mentioned Dayton Ohio in his speech. #jkimtootoungtovote
1891,debate fun fact mitt romney's tie is made of milliondollar bills dyed red with the blood of a sacrificial osmond #debate,Debate fun fact: Mitt Romney's tie is made of million-dollar bills dyed red with the blood of a sacrificial Osmond. #debate
1892,i guess mitt didn't have an answer for the woman he met in dayton sucks to be her #debates,I guess Mitt didn't have an answer for the woman he met in Dayton. Sucks to be her --  #debates
1893,wishes michelle a happy 20th anniversary as part of his opening remarks nice touch #debates,@barackobama wishes Michelle a happy 20th anniversary as part of his opening remarks. Nice touch. #debates
1894,romney's faces he was making while obama was talking was disrespectful he is disrespecting the president of the united states,romney's faces he was making while obama was talking was disrespectful he is disrespecting the president of the united states
1895,watching the #denverdebate because everyone should know a lil something about the possible future of their country,Watching the #DenverDebate because everyone should know a lil' something about the possible future of their country.
1899,#obama million new students in community colleges train people for unfilled jobs,#Obama 2 million new students in community colleges. Train people for unfilled jobs.
1900,now watching the #debates let's see how long i last i am already in bed though,now watching the #debates --  let's see how long I last. I am already in bed --  though.
1904,really president obama do i look like i care that it's your anniversary is that how your going to spend those minutes#presidentialdebate,Really president obama? Do I look like I care that it's your anniversary?? Is that how your going to spend those minutes?#PresidentialDebate
1906,watching the debate instead of doing my homework to pass my classes #yolo lol #obama,Watching the debate instead of doing my homework to pass my classes.  #yolo LOL. #Obama
1907,the fact that mitt romney could be the future for this country disgusts me to no end #ihateyou,the fact that mitt romney could be the future for this country disgusts me to no end #IHATEYOU
1909,obama says he wants to lower tuition costs but his only plan is to expand loans that will raise tuition costs #denverdebate,Obama says he wants to lower tuition costs --  but his only plan is to expand loans that will raise tuition costs. #DenverDebate
1910,mitt romney instead of standing making your speech take a seat listen to the current next presidentbarack obama,Mitt Romney instead of standing & making your speech take a seat & listen to the current & next President...Barack Obama.
1912,#mittromney flag pin is about the size of a book of matches #denverdebates,@baratunde - #MittRomney flag pin is about the size of a book of matches. #denverdebates
1913,obama asked to respond to romney's specifics on how to create jobs and he gets into green jobs been there that didn't work#tcot #debates,Obama asked to respond to Romney's specifics on how to create jobs and he gets into green jobs?  Been there --  that didn't work.#tcot #debates
1914,may be the most important year for everyone to vote if you can please do our future depends on it #teamobama,2013 may be the MOST important year for EVERYONE To Vote!    If You Can Please Do! Our Future Depends On It #TeamOBAMA
1915,education empowers our society and creates solutions rather then problems improve schools and improve out youth #obama2012 #debate,Education empowers our society and creates solutions rather then problems --  improve schools and improve out youth! #Obama2012 #debate
1916,do i really want a new president as i'm graduating college #debates,Do I really want a new president as I'm graduating college? #debates
1917,psshh these girls asking me if im watching the debate and who im voting for#youwerecute #tillyousaidobama #romney #merica,Psshh these girls asking me if im watching the debate and who im voting for....#youwerecute #tillyousaidobama #romney #merica
1919,i find it heartwarming that he took the time to say something to his wife on their 20th anniversary i can't wait for it to start #debates,I find it heartwarming that he took the time to say something to his wife on their 20th anniversary. I can't wait for it to start #debates
1920,awe president obama wishing michelle obama a happy anniversary on stage was so cute,Awe President Obama wishing Michelle Obama a happy anniversary on stage was so cute!!!
1921,mitt romney just said the same thing obama said in the opening statement,Mitt Romney just said the same thing Obama said in the opening statement
1925,watching the #debates for the next president still have no clue who to vote for,Watching the #Debates for the next president still have no clue who to vote for???
1928,mitt romney doesn't believe in birth control abortions breast checks or any other contraceptive and you guys really think he'll win,Mitt Romney doesn't believe in birth control --  abortions --  breast checks --  or any other contraceptive and you guys really think he'll win....?
1930,you got to love a man who begins any major speech by thanking his lovely wife #essencedebate #amen #obama2012,@essencemag: You got to love a man who begins any major speech by thanking his lovely wife. #essencedebate #amen #Obama2012
1931,that's right he mentioned his wife first before anything because she's number family first president second that's real #obama,That's right. He mentioned his wife first before anything because she's number 1. Family first --  president second. That's real. #obama
1935,i'm watching o rt watch live president obama discusses his specific plans to keep us moving forward in the first president,I'm watching o/ RT: @BarackObama: Watch live: President Obama discusses his specific plans to keep us moving forward in the first president
1936,love that moment that opens up to say happy anniversary what a sweet man #debates #presidentialdebate,Love that moment that @BarackObama opens up to say happy anniversary what a sweet man!! #debates #PresidentialDebate
1941,if cnn's lines are correct #obama is more consistently supported and liked by women #debate,If CNN's lines are correct #Obama is more consistently supported and liked by women. #debate
1942,if romney wore bronzer speaking to latinos would he wear clown makeup talking to a rallying crowd in texas side eyes #debates,If Romney wore bronzer speaking to Latinos would he wear clown makeup talking to a rallying crowd in Texas. *Side eyes* #Debates
1944,this homework is gonna have to wait president barack obama is speaking #laterfolks,this homework is gonna have to wait. President Barack Obama is speaking #laterfolks
1945,are mitt romney and barack obama friends they're being so nice to each other,ARE MITT ROMNEY AND BARACK OBAMA FRIENDS? THEY'RE BEING SO NICE TO EACH OTHER
1949,way to dodge the request to respond to the trickle down govt mr president #debates,Way to dodge the request to respond to the trickle down govt Mr. President.  #debates
1951,pretty soon obama go be saying president romney instead of governor #romney2013,Pretty soon Obama go be saying president Romney instead of governor #romney2013 @
1955,whether you like him or not president obama is one heck of an orator,Whether you like him or not --  President Obama is one heck of an orator.
1956,romney's doing really well right nowtoo bad for republicans he wasn't like this all the time #debates #denverdebate,Romney's doing REALLY well right now...too bad for Republicans he wasn't like this all the time #debates #denverdebate
1957,obama starts with making sure to wish the first lady a happy anniversary know your core constituency #debates,Obama starts with making sure to wish the First Lady a happy anniversary. Know your core constituency... - http://t.co/LknBlFiH #debates
1958,a lady in dayton ohio touched him touched him he's just like us #romney #swoon,A lady in Dayton --  Ohio touched him. TOUCHED HIM. He's just like us!  #Romney #Swoon
1960,#debate mitt romney actually acknowledged that the us needs to improve their education good start,#debate Mitt Romney actually acknowledged that the US needs to improve their education!  Good start!
1962,both candidates have already made mention of closing the deficit #debates via,Both candidates have already made mention of closing the deficit. #debates (via @arbiteronline )
1965,good line by romney on obama anniversary now picturing mitt and barack on a mandate,Good line by Romney on Obama anniversary. Now picturing Mitt and Barack on a man-date.
1966,obama lies just as good without a teleprompter as he does with one #obamagottago #denverdebate,Obama lies just as good without a teleprompter as he does with one! #ObamaGottaGo ! #DenverDebate
1969,watch our hour presidential debate special show live now on and or stream at,RT @democracynow: Watch our 3-hour presidential debate special show live now on @LinkTV and @FreeSpeechTV or stream at http://t.co/PU1FI ...
1973,in case you forget which candidate represents which party merely refer to their ties #debates,In case you forget which candidate represents which party --  merely refer to their ties. #debates
1981,obama is wonderful i'm so proud to call him my president,Obama is wonderful. I'm so proud to call him my president.
1983,obama was such a sucky president don't be fooled by his lies he's gonna turn the usa into a socialist country,Obama was such a sucky president. Don't be fooled by his lies. He's gonna turn the usa into a socialist country.
1986,when obama won everybody song on myspace was my president is black,When Obama won.. EVERYBODY song on myspace was My President Is Black
1987,by wishing his wife a happy anniversary to kick off the debate president obama gained himself one job tonight,By wishing his wife a happy anniversary to kick off the debate --  President Obama gained himself one job tonight.
1990,if mitt romney wants me to like him he'll start at least one sentence in this debate with well back in my heroin d,RT @morgan_murphy: If Mitt Romney wants me to like him --  he'll start at least one sentence in this debate with Well --  back in my heroin d ...
1992,btw mitt romney has been dishonest about obama's jobs plans before,BTW --  Mitt Romney has been dishonest about Obama's jobs plans before. http://t.co/iZhSG5Wl
1994,#debate a path different than we are on yes five points are good #tcot,#debate a path different than we are on ....   YES!!  Five points are good. #tcot.
1997,it'd be so awesome to moderate a #presidentialdebate that's time mr president can it man would i ever milk that,It'd be so awesome to moderate a #PresidentialDebate. THAT'S TIME MR. PRESIDENT! CAN IT! Man --  would I ever milk that...
1998,trickle down trickle down trickle down on my ass mitt what i would say if i was president #debates,Trickle down?! TRICKLE DOWN?! TRICKLE DOWN ON MY ASS MITT -what I would say if I was president #Debates
1999,did romney just say he us has some of the best shools in the world #debates,Did romney just say he US has some of the best shools in the world? #debates
2002,keep tuition low for college students now why wouldnt you vote for this man #obama2012,Keep tuition low for college students now why wouldnt you vote for this man? #Obama2012
2006,mitt romney begins by offering to have sex with the president as an anniversary president,Mitt Romney begins by offering to have sex with the President as an anniversary president.
2007,the question here tonight is not where we've been but where we're going obama #debates,The question here tonight is not where we've been --  but where we're going. Obama #debates
2008,obama says he wants to hire new teachers and keep tuition low for #college students #election2012 #debate #csun,Obama says he wants to hire new teachers and keep tuition low for #college students #Election2012 #Debate  #CSUN
2011,president obama mentioned tuition loans and that bitch nigga romney chuckledlike it was a fuckin joke or sumn,@DeezLast2Dollas: President Obama mentioned tuition loans and that bitch nigga Romney chuckled....like it was a fuckin joke or sumn..
2012,lets go romney lets see if we can make our current political office look as unorganized as it really is #romney,Lets go Romney. Lets see if we can make our current political office look as unorganized as it really is #romney
2021,mitt's head already seems in the clouds he's got all these ideas and barry's like man only if he knew #presidentialdebate,Mitt's head already seems in the clouds. He's got all these ideas and Barry's like man --  only if he knew. #PresidentialDebate
2025,the question here tonight isn't about where we've been but where we're going president barack obama,The question here tonight isn't about where we've been --  but where we're going - President Barack Obama
2026,obama imporve our education system invest in the most difficult to turn around schools i want to hire 100k new stem teachers #debates,Obama: imporve our education system. Invest in the most difficult to turn around schools. I want to hire 100K new STEM teachers #debates
2030,that's all obama had to say for me tuition low whew sounded like speaking in tongues to me #presidentialdebate #obama2012,That's all Obama had to say for me ! Tuition low ! Whew sounded like speaking in tongues to me ! #PresidentialDebate #Obama2012
2033,#obama is not replying to what #romney said he's making his own points #presidentialdebate,#Obama is not replying to what #Romney said. He's making his own points. #presidentialdebate
2036,if this debate wasn't my homework i would not be watching this right now #romneysucks #obama2012,If this debate wasn't my homework I would not be watching this right now. #romneysucks #Obama2012
2039,hair zing president obama looks marginally greyer than governor romney despite being 14yrs younger #pmtdebate,HAIR ZING! President Obama looks marginally greyer than Governor Romney --  despite being 14yrs younger. #PMTdebate
2041,sta je ova muka samo jos barak obama tvituje dje ste ljudi,Sta je ova muka --  samo jos BaraK Obama tvituje. Dje ste ljudi???
2044,i'm sure this is the most romantic place you could imagine here with me says romney to obama in light of the president's anniversary,I'm sure this is the most romantic place you could imagine - here with me --  says Romney to Obama --  in light of the President's anniversary.
2045,comenzo el debate presidencial entre mitt romney y barack obama queremos saber su opinion de lo que ambos vayan,Comenzo el debate Presidencial entre Mitt Romney y Barack Obama. Queremos saber su opinion de lo que ambos vayan... http://t.co/FjrJqYHM
2046,obama middle class please ignore my record while i pander to you tonight #denverdebate #wiright #debate2012,Obama: Middle class --  please ignore my record --  while I pander to you tonight #DenverDebate #wiright #Debate2012
2047,when mitt romney describes unemployed people grabbing his arm the look i envision on his face is probably not what he has in mind,When Mitt Romney describes unemployed people grabbing his arm --  the look I envision on his face is probably not what he has in mind.
2048,president obama starts off with positive outlook after wishing flotus a happy anniversary #debates,President Obama starts off with positive outlook after wishing FLOTUS a Happy Anniversary #Debates
2051,where is the plan where is the plan man are they still making copies of it at fedex kinkos mitt #debates,Where is the plan? Where is the plan --  man? Are they still making copies of it at FedEx Kinkos --  Mitt? #debates
2053,really obama the first thing you do is wish michelle happy anniversary #election2012,Really Obama?? The FIRST thing you do is wish Michelle happy anniversary? #election2012
2056,#romney here with me hahaha about the anniversary of president obama and his wife,#Romney: here with me hahaha (about the anniversary of President Obama and his wife)
2059,i love you president obama ur perfect and romney can lick george w bush's anal hairs,I LOVE YOU --  PRESIDENT OBAMA. UR PERFECT AND ROMNEY CAN LICK GEORGE W BUSH'S ANAL HAIRS.
2060,who is gonna be the first one to cast an ad hominen attack #debates,Who is gonna be the first one to cast an ad hominen attack? #debates
2067,fondly remembering when you had to spell out hulu for me now it is beaming #debates to me in bed,@lizmathile Fondly remembering when you had to spell out Hulu for me. Now it is beaming #debates to me in bed.
2068,1st question what are the major difference between the two of you about how to create jobs #debates,1st Question: What are the major difference between the two of you about how to create jobs? @BarackObama @MittRomney #debates
2069,obama makes all men look bad off the bat happy anniversary #debates,Obama makes all men look bad off the bat. Happy anniversary. #debates
2079,when mitt romney talks all i hear is that sound the adults make from charlie brown wom womp womp womp wom,When Mitt Romney talks --  all I hear is that sound the adults make from Charlie Brown... Wom womp womp womp wom
2080,but wait mitt romney your a millionaire how can you relate to middle class people exactly,But wait Mitt Romney your a millionaire ... How can you relate to middle class people ? EXACTLY.
2081,mitt doing a good job so far romney seems confident while obama seems somewhat nervous but we're only a few mins in #debates,Mitt doing a good job so far. Romney seems confident while Obama seems somewhat nervous. But we're only a few mins in... #debates
2083,keep tuition low for young peopleyeai have definitely seen that over the past four years #debates,Keep tuition low for young people...yea..I have definitely seen that over the past four years ?? #debates
2084,yall see that big #lesigh rack just did that's the this dude is an idiot how do i explain this nicely sigh #debates,Yall see that big #lesigh 'Rack just did? That's the this dude is an idiot --  how do I explain this nicely sigh. #debates
2085,a woman grabbed my arm after i struck her and had her detained i took a nap #denverdebate,A woman grabbed my arm --  after I struck her and had her detained I took a nap. #denverdebate
2087,seconds of his time to tell his wife happy anniversary president obama that's real genuine of you that's love,30 seconds of his time to tell his wife Happy Anniversary President Obama that's real genuine of you --  that's Love
2088,the first yr im actually watching the debatesand im looking for my tweet to show up in the footer #debates,The first yr im actually watching the debates....and im looking for my tweet to show up in the footer #debates
2089,president barack obama and presidential candidate romney have entered president obama is addressing jobs #debates,President Barack Obama and presidential candidate Romney have entered. President Obama is addressing jobs. #debates http://t.co/ITcbeG9e
2091,a woman grabbed mitt romney's armand he called security his lying ass knows he don't wanna be touched by the poor,a woman grabbed Mitt Romney's arm.....and he called security. His lying ass knows he don't wanna be touched by the poor.
2093,i wonder how many questions will actually be answered instead of matrix dodged #debates,I wonder how many questions will actually be answered instead of Matrix dodged? #debates
2094,#debates okay so obama brings forward some specifics a bit contrary to his record but he needs to talk about job creation specifically,#debates Okay --  so Obama brings forward some specifics. A bit contrary to his record --  but he needs to talk about job creation specifically.
2097,we're beginning with jobs maybe #romney should talk about all those jobs he created in china #romneyeconomy #sensata,RT @massuniting: We're beginning with jobs. Maybe #Romney should talk about all those jobs he created in China. #RomneyEconomy #Sensata
2100,i'm going to keep count of how many questions mitt just straightup doesn't answer without getting called on it #debates,i'm going to keep count of how many questions mitt just straight-up doesn't answer without getting called on it #debates
2101,imagine having a debate against president obama when you're an idiot #embarrassing,imagine having a debate against president Obama when you're an idiot #embarrassing
2102,i want somebody to love me the way president obama loves michelle,I want somebody to love me the way President Obama loves Michelle
2103,#barack obama is a real man during the #debates the 1st thing he mentioned was his anniversary now dats real love,#Barack Obama is a real man during the #Debates The 1st thing he mentioned was his anniversary now dats real love
2104,romney #cantafford4more minutes of president obama speaking actual facts because he has no response,Romney #CantAfford4More minutes of President Obama speaking actual facts because he has no response.
2105,romney is such a robot he doesn't know how to relate to anything #boooo #obama,Romney is such a robot --  he doesn't know how to relate to anything. #Boooo #Obama
2110,happy 20th year anniversary to the #obama's my president and first lady much love,RT @_LoveNae: Happy 20th year Anniversary to the #Obama's my President and First Lady --  much love!!!! <3
2114,i figured out mitt romney's tell he raises an eyebrow when he's lying,I figured out Mitt Romney's tell; He raises an eyebrow when he's lying
2116,#obama i want to hire another 100k science math teachers keep tuition low lower corp tax load #ksatdebate,#Obama - I want to hire another 100K science & math teachers.. keep tuition low... lower corp tax load... #ksatdebate
2118,president obama please tell me how your marriage is going help our country,President Obama --  please tell me how your marriage is going help our country?
