DocId,Tweet,Processed,Score
780,Opening statement goes to Mitt. He's not as nervous as Obama. #Debates,opening statement goes to mitt he's not as nervous as obama #debates,12.308691
781,RT @ShivelyB21: If I'm Mitt Romney I'm coming out to Mitt The Stormin Mormon Romney as well with Eye of the Tiger playing in the backg ...,if i'm mitt romney i'm coming out to mitt the stormin mormon romney as well with eye of the tiger playing in the backg,6.184053
782,Mitt comes out swinging --  lays out 5-point plan.  No emotional appeals.  The crowd goes wild.  #debates,mitt comes out swinging lays out point plan no emotional appeals the crowd goes wild #debates,16.873114
784,Obama has added more to the National debt than the previous 43 President combined.,obama has added more to the national debt than the previous president combined,9.080156
787,RT @itrevormoore: I wonder if Mitt Romney is really excited that he's going to meet the President tonight.,i wonder if mitt romney is really excited that he's going to meet the president tonight,17.099041
789,#Romney starts with a series of thanks also ... congratulates #Obama on his anniversary #debates http://t.co/mHvOjXMu,#romney starts with a series of thanks also congratulates #obama on his anniversary #debates,15.500404
791,Everybody watch the debate !!!!! Channel 7 !!!!! Learn about the plans of Mitt Romney and Obama !,everybody watch the debate channel learn about the plans of mitt romney and obama,15.344518
793,#debates Romney gets off first good zinger describing Obama economic policy as trickle-down government.,#debates romney gets off first good zinger describing obama economic policy as trickledown government,27.285728000000002
795,KEEP TUITION LOW FOR OUR YOUNG PPL #OBAMA NOW WHO AINT BOUT TO VOTE FOR OBAMA shitin me!!!,keep tuition low for our young ppl #obama now who aint bout to vote for obama shitin me,19.081369000000002
796,President Obama always gives specifics which shows that he has a real plan --  Romney just has random ideas but never mentions an approach.,president obama always gives specifics which shows that he has a real plan romney just has random ideas but never mentions an approach,31.448532
797,Go follow @updolledB. I can't retweet her bc she's private --  but she gets the point for #Obama2012.,go follow i can't retweet her bc she's private but she gets the point for #obama2012,13.333791000000002
798,Keep waiting for the President to say LIVE FROM NEW YORK.. IT'S SATURDAY NIGHT!!! #Debates,keep waiting for the president to say live from new york it's saturday night #debates,28.539098000000003
800,#Obama kicks us off by wishing Michelle a happy anniversary lol talk of confidence,#obama kicks us off by wishing michelle a happy anniversary lol talk of confidence,26.529152
801,Sean Hannity: The president said sweety --  he is using black dialogue in front of  everybody. #Snark #Debates,sean hannity the president said sweety he is using black dialogue in front of everybody #snark #debates,22.338646
804,Happy 20th #Anniversary #President and Mrs #Obama. She's wearing my favorite #color #red....annnnd look at t http://t.co/u2bxakQz,happy 20th #anniversary #president and mrs #obama she's wearing my favorite #color #redannnnd look at t,14.938324999999999
805,'I want to keep tuition low for college students' that and healthcare are so important to me and my family! #PRAISEGOD #OBAMA,i want to keep tuition low for college students that and healthcare are so important to me and my family #praisegod #obama,18.685959000000004
808,Watching the debate with a bunch of public policy students...standing room only #Obama2012 #PresDebate,watching the debate with a bunch of public policy studentsstanding room only #obama2012 #presdebate,17.791093
809,I Can Not See No Disrespect Another White Man As My President Obama Came A Long Way,i can not see no disrespect another white man as my president obama came a long way,16.568539
810,Is it me or is Obama just stuttering on what he actually wants to say? Where is the #teleprompter when you need it? #debates,is it me or is obama just stuttering on what he actually wants to say where is the #teleprompter when you need it #debates,20.233531
811,Republicans always go the personal stories route.... such a hacky move.... #debates,republicans always go the personal stories route such a hacky move #debates,18.328365
814,How can you say #Obama hasn't changed anything? He came in on a shitty government  --  look at the numbers #Romney  --  Obama has made a change.,how can you say #obama hasn't changed anything he came in on a shitty government look at the numbers #romney obama has made a change,16.414827000000002
815,Really #Romney --  you're just going to mention my city like you know us here....beat it! #Dayton,really #romney you're just going to mention my city like you know us herebeat it #dayton,26.12698
820,So Romney just said all if the same things Obama just said. #Debates,so romney just said all if the same things obama just said #debates,21.666704
822,Obama let me tell you how my plan is exactly like Romey's first we fix education... #debates,obama let me tell you how my plan is exactly like romey's first we fix education #debates,28.391511
825,#debates  Obama: education system improvement.  But not teachers union.  Race to the top is good.  Obama is even more specific,#debates obama education system improvement but not teachers union race to the top is good obama is even more specific,32.080118
835,Very warm welcome for the President and Presidential nominee Mitt Romney. #debates,very warm welcome for the president and presidential nominee mitt romney #debates,18.473573000000002
836,Watching the debate @MichelleObama @BarackObama Vote #2012 Happy 20th Anniversary President Obama and First Lady Michelle,watching the debate vote # happy 20th anniversary president obama and first lady michelle,36.765930999999995
840,RT @gkorman: Let the President's lies fool no one --  and let Romney prove to be someone to vote for and not just a way to vote against Oba ...,let the president's lies fool no one and let romney prove to be someone to vote for and not just a way to vote against oba,29.010202999999997
841,I like that for this debate --  the candidates have the option to skip the question and take the physical challenge. #debates,i like that for this debate the candidates have the option to skip the question and take the physical challenge #debates,28.531309
842,@BarackObama: Watch live: President Obama discusses his specific plans to keep us moving forward... RT ... By lying his ass off. #tcot,watch live president obama discusses his specific plans to keep us moving forward rt by lying his ass off #tcot,35.591029999999996
846,America does best when the middle class does best -President Obama,america does best when the middle class does best president obama,17.960979000000002
847,I don't recall seeing anyone blink more on live television than Mitt Romney is right now.  Yikes.,i don't recall seeing anyone blink more on live television than mitt romney is right now yikes,17.459686
853,Obama doesn't answer the question asked!! He always tries to change the subject cuz he doesn't know the answer! #RomneyRyan2012,obama doesn't answer the question asked he always tries to change the subject cuz he doesn't know the answer #romneyryan2012,21.852545
855,RT @DeRushaJ Happy anniversary --  Mrs. Obama? Prove it: Where's the marriage certificate. REALITY CHECK that --  @PatKessler #debates,happy anniversary mrs obama prove it where's the marriage certificate reality check that #debates,23.282999
856,Obama - Says the first thing we need to get the economy moving is improve education #debates,obama says the first thing we need to get the economy moving is improve education #debates,32.465066
857,Hi. I'm President Obama --  and I'm married. Marriage is still cool --  right? #debates,hi i'm president obama and i'm married marriage is still cool right #debates,18.856301
858,Drink every time either candidate telekinetically levitates any audience member --  and hurls them bodily at his rival. #denverdebate,drink every time either candidate telekinetically levitates any audience member and hurls them bodily at his rival #denverdebate,11.872382000000002
860,Use Spin It to create your own lines from the presidential #debates. And then use #MySpin to share it with us: http://t.co/0skBdJVT,use spin it to create your own lines from the presidential #debates and then use #myspin to share it with us,24.439504999999997
863,Its not what your doing --  but where you're going.- President Barack Obama,its not what your doing but where you're going president barack obama,13.473929
864,You never realize how long 2 minutes can take until you watch #debates.,you never realize how long minutes can take until you watch #debates,20.044731
865,Both major parties have sold us out. What future can they offer us?? #DenverDebate,both major parties have sold us out what future can they offer us #denverdebate,20.459297
870,Maybe I should try and get an understanding of what's going on. #PresidentialDebate,maybe i should try and get an understanding of what's going on #presidentialdebate,11.79897
872,Before we begin --  I wanted to check my Facebook page and send out a few birthday shout outs. #debates,before we begin i wanted to check my facebook page and send out a few birthday shout outs #debates,13.476111
873,#Denverdebate Obama starts with wishing Michelle a happy anniversary before talking about jobs -- auto industry&Housing focus where we're going,#denverdebate obama starts with wishing michelle a happy anniversary before talking about jobs auto industryhousing focus where we're going,34.793412
875,Watch live: President Obama discusses his specific plans to keep us moving forward in the first presidential debate. http://t.co/VZJRFQk7,watch live president obama discusses his specific plans to keep us moving forward in the first presidential debate,40.648619999999994
876,RT @LATISM: Great job @Latism_HOU thank you @NewFuturo and now on to the #debates #latism < yes! great #HigherEd info #newfuturo,great job thank you and now on to the #debates #latism yes great #highered info #newfuturo,25.799273999999997
877,Lets go president Obama !!! Kick Romney ass n this debate! Let the Gangsta out! Lookn4 my Michelle Obama!! Turn on d&a lights >#TeamHope,lets go president obama kick romney ass n this debate let the gangsta out lookn4 my michelle obama turn on da lights #teamhope,31.562753999999998
882,@spoor77 shure --  but the undecided people want to know what he's going to do to help with jobs.. not about his anniversary... #debates #g442,shure but the undecided people want to know what he's going to do to help with jobs not about his anniversary #debates #g442,36.255509
883,@amberdegrace I've seen #debate and #debates. Not sure which. Maybe that should be a debate question.,i've seen #debate and #debates not sure which maybe that should be a debate question,26.640145
893,No sir mitt Romney .... I support my president and it has nothing to do with color cause I love bill Clinton lol #democraticparty,no sir mitt romney i support my president and it has nothing to do with color cause i love bill clinton lol #democraticparty,16.401683
894,Whoot whoot Race To The Top that's the grant I work for/with!! #RT3 #Obama2012,whoot whoot race to the top that's the grant i work forwith #rt3 #obama2012,14.020757999999997
897,Seriously wtf is up with Romney's flag pin? Adam says its his Mormon spot #debates,seriously wtf is up with romney's flag pin adam says its his mormon spot #debates,20.702549
901,I really just wana close my eyes and pass out but this #PresidentialDebate is intriguing,i really just wana close my eyes and pass out but this #presidentialdebate is intriguing,11.493675999999999
903,#Debates Look at all those new gray hairs Obama has after his four years in office!,#debates look at all those new gray hairs obama has after his four years in office,17.403754
904,@brandy_mariee hehe I'm watching right now cause it came on after X factor but I will prob turn the channel in a couple mins #OBAMA,hehe i'm watching right now cause it came on after x factor but i will prob turn the channel in a couple mins #obama,22.011692999999998
905,Romney's wearing a red tie and Obama's wearing a blue one --  OH I SEE WHAT YOU GUYS DID THERE #debates,romney's wearing a red tie and obama's wearing a blue one oh i see what you guys did there #debates,43.354669
906,@TinTower @johnpeart Stop tweeting me for one night and watch Obama get owned live: http://t.co/4xSQqTxN #Debates #PresidentialDebate,stop tweeting me for one night and watch obama get owned live #debates #presidentialdebate,34.860147000000005
909,Why doesn't Obama work on the things he wants to do if he is elected President again.... your the President right now #Decision2012,why doesn't obama work on the things he wants to do if he is elected president again your the president right now #decision2012,27.268272000000003
910,RT @SupermanHotMale Hey #Romney --  Remember you told those people in the diner you're unemployed too and laughed? We sure do... #debate2012,hey #romney remember you told those people in the diner you're unemployed too and laughed we sure do #debate2012,16.266747000000002
915,Obama believes way forward is thru economic patriotism. i KNEW he was a socialist!!!! #snark #debates,obama believes way forward is thru economic patriotism i knew he was a socialist #snark #debates,18.435071999999998
916,Better than the debates: watching live broadcast TV on the web in sync w/ traditnl broadcast TV!: http://t.co/uuE1Gmbu #hellofuture #debates,better than the debates watching live broadcast tv on the web in sync w traditnl broadcast tv #hellofuture #debates,29.972192999999997
917,As I watch this debate --  I'm filling out applications for work.However --  I am still voting for re-electing President Obama. #unemploymentsucks,as i watch this debate i'm filling out applications for workhowever i am still voting for reelecting president obama #unemploymentsucks,16.127903
921,#POTUS on #jobs It's gonna be up to the voters --  to you --  about which path we take #DenverDebate,#potus on #jobs it's gonna be up to the voters to you about which path we take #denverdebate,14.340938000000001
924,'i am so lucky to have gotten married 20 years ago to michelle obama' what does that have to do with anything mr president?,i am so lucky to have gotten married years ago to michelle obama what does that have to do with anything mr president,17.639783
927,MItt is dissing trickle down government? Huh? That's his plan --  not Obama's. Obama has been regrowing the economy from middle out! #debates,mitt is dissing trickle down government huh that's his plan not obama's obama has been regrowing the economy from middle out #debates,27.238309
929,I love how Romney's wearing a Republican Red tie & Pres Obama is wearing Democrat Blue. #PresidentialDebate,i love how romney's wearing a republican red tie pres obama is wearing democrat blue #presidentialdebate,27.440367
932,President Barack Obama started his debate by telling his wife Michelle Happy Anniversary...S/O to him for putting her 1st! True Love,president barack obama started his debate by telling his wife michelle happy anniversaryso to him for putting her 1st true love,36.74296700000001
938,Obama might get hood an socc him doe then call him a cunt RT @Da_Warden305: Mitt Romney looks like he has NO problem saying NIGGER!!!,obama might get hood an socc him doe then call him a cunt rt mitt romney looks like he has no problem saying nigger,24.065810999999997
939,I could never talk and answer on the spot like that. #Debates,i could never talk and answer on the spot like that #debates,20.355254
945,RT @IAmTheVance: Mitt Romney is a master debator while Obama is just a masturbator,mitt romney is a master debator while obama is just a masturbator,4.491372999999999
952,President Obama is setting table for Mitt to confront the awful record--Energy? Investment? Get 'im --  Mitt!,president obama is setting table for mitt to confront the awful recordenergy investment get im mitt,14.132196
953,FACT: Romney/Ryan would cut Pell Grant scholarships for nearly 10 million students even as they give tax cuts to wealthy. #Debate2012,fact romneyryan would cut pell grant scholarships for nearly million students even as they give tax cuts to wealthy #debate2012,24.379540000000002
954,Double down on the top down. America does best when its middle class does best - Obama #PresidentialDebate,double down on the top down america does best when its middle class does best obama #presidentialdebate,16.533527
955,RT @MoRocca: Mitt Romney is frantically writing a Happy Anniversary card to the Obamas.  He forgot!,mitt romney is frantically writing a happy anniversary card to the obamas he forgot,13.985131999999998
957,only reason i'm watching this debate is to make fun of mitt romney,only reason i'm watching this debate is to make fun of mitt romney,13.704048
959,Thank you President Obama I want to keep tuition low for the kids and that's it all college students vote or we'll forever be in debt,thank you president obama i want to keep tuition low for the kids and that's it all college students vote or we'll forever be in debt,27.730818000000003
961,Stay open minded Lavelle to all the BULL SHIT Mitt Romney says...,stay open minded lavelle to all the bull shit mitt romney says,7.890086
962,RT @OccupyWallStNYC: We want an end to:  Lies --  Corruption --  Bailouts --  Bribes --  Austerity --  Corporate greed.  We are the 99%! #DenverDebate #OWS,we want an end to lies corruption bailouts bribes austerity corporate greed we are the #denverdebate #ows,11.042793
963,@News12LI Notice Obama's blue tie. Tradition for pres's running for 2nd term. Challenger traditionally wears red #PresidentialDebate,notice obama's blue tie tradition for pres's running for 2nd term challenger traditionally wears red #presidentialdebate,21.820688
971,@uofdenver: I want to thank Governor Romney and the University of Denver for their hospitality. - President Obama #debatedenver WELCOME,i want to thank governor romney and the university of denver for their hospitality president obama #debatedenver welcome,16.597552
974,I don't think either one is good but Mitt is just retarded sometimes #Obama,i don't think either one is good but mitt is just retarded sometimes #obama,16.36699
975,RT @clattercheeks: I was born into a republican family and I'll die a republican,i was born into a republican family and i'll die a republican,8.11921
976,Obama's investments = spend lots of your money on wasteful programs that don't work. #PresidentialDebate,obama's investments spend lots of your money on wasteful programs that don't work #presidentialdebate,14.564291
985,Time for the presidential #debates! This is gonna be good! Lets go @BarackObama!,time for the presidential #debates this is gonna be good lets go,23.067980000000002
988,We get it Obama --  you're a family man --  get on with it. #Debates,we get it obama you're a family man get on with it #debates,22.871679999999998
990,America does best when the middle class does best -President Barack Obama,america does best when the middle class does best president barack obama,22.610965
991,RT @ColorOfChange What do you think of President Obama's first response? #watchtherace #debate <<<It was #HORRIBLE.,what do you think of president obama's first response #watchtherace #debate it was #horrible,20.746745
993,Mitt Romney: in the last couple of years I have met you puny humans...,mitt romney in the last couple of years i have met you puny humans,8.525373
994,I'm riding with the one who made sure I got paid on the 1st and 15th  my commander in chief  #TEAMOBAMA,i'm riding with the one who made sure i got paid on the 1st and 15th my commander in chief #teamobama,21.911711
995,#Obama gas prices are higher than they have been in years. Thanks for turning down the pipeline that could have helped!,#obama gas prices are higher than they have been in years thanks for turning down the pipeline that could have helped,8.645772000000001
999,Aint no woman ask Mitt Romney I been outta work since May --  can U help me?. He got too many bodyguards to even get close to do all that.,aint no woman ask mitt romney i been outta work since may can u help me he got too many bodyguards to even get close to do all that,27.107422
1000,Is it me --  or did Romney just named exactly what Obama said? #presidentialdebate,is it me or did romney just named exactly what obama said #presidentialdebate,11.322785
1001,RT @joshualyman: Romney says he's sure the President imagined spending today with him. Actually funny --  Obama chuckles. #debate,romney says he's sure the president imagined spending today with him actually funny obama chuckles #debate,24.215034
1002,Mitt Romney be using the shit out that just for men touch of grey .,mitt romney be using the shit out that just for men touch of grey,10.636667
1003,@_DontTread_OnMe: Bring em out bring em out its hard to yell when you lied to the American people #Obama #YourAJoke,bring em out bring em out its hard to yell when you lied to the american people #obama #yourajoke,16.396846
1006,The visuals are with Romney. And his answer was a total re-boot on compassion. This first round goes solidly to Mitt. http://t.co/rjMHKNer,the visuals are with romney and his answer was a total reboot on compassion this first round goes solidly to mitt,8.244842
1009,Okay Obama --  stop talking around the question. How are you gonna create jobs????? #debates,okay obama stop talking around the question how are you gonna create jobs #debates,25.342665
1012,CNN's graph doesn't allow transgender undecided voters to have an opinion. #Debates,cnn's graph doesn't allow transgender undecided voters to have an opinion #debates,14.811734999999999
1013,All Romney and Obama are gonna do tonight is broadcast their propaganda --  no real confrontation --  too bad. #Debates,all romney and obama are gonna do tonight is broadcast their propaganda no real confrontation too bad #debates,17.031983999999998
1014,good gracious --  obama is well spoken. romney is going to have to do a lot to match bush's 2000 debate comeback  #election2012,good gracious obama is well spoken romney is going to have to do a lot to match bush's debate comeback #election2012,20.370795
1015,#Debates Take away his approval of gay marriage --  Obama has done a pretty good job cleaning up the mess Bush left behind.,#debates take away his approval of gay marriage obama has done a pretty good job cleaning up the mess bush left behind,31.037302999999998
1016,Obama may have a program called Race to the Top --  but while he's been President our economy has raced to the bottom and stayed there.,obama may have a program called race to the top but while he's been president our economy has raced to the bottom and stayed there,19.708407
1018,Romney keep talking about education but you gone take pell grant. How is that going to help. #PresidentialDebate,romney keep talking about education but you gone take pell grant how is that going to help #presidentialdebate,24.550788
1019,Gov. Romney --  why didn't you give that woman that grabbed your arm in Ohio a piece of that 200 Million Dollar Pie?! O___o #Debates,gov romney why didn't you give that woman that grabbed your arm in ohio a piece of that million dollar pie oo #debates,19.830585000000003
1020,I hope Obama calls Mitt Romney out on all of his lies,i hope obama calls mitt romney out on all of his lies,5.187358
1023,Important question: At what point would you consider The Hunger Games as a viable option? #Debates,important question at what point would you consider the hunger games as a viable option #debates,16.199756
1024,Interesting tie choice by #Romney on #PresidentialDebate not sure I care for it. #IPreferTextureOrPrintOverStripes,interesting tie choice by #romney on #presidentialdebate not sure i care for it #iprefertextureorprintoverstripes,13.474828
1025,President Obama said --  eff the timer --  I gotta love on my wife for 30 seconds.,president obama said eff the timer i gotta love on my wife for seconds,18.281323999999998
1026,All you people rooting for #Obama...read his books sometime.  He's not all that they portray him to be. #debate2012 #republican #Romney,all you people rooting for #obamaread his books sometime he's not all that they portray him to be #debate2012 #republican #romney,9.004923000000002
1029,#PresidentialDebate: a case of beer to the first candidate who says they want to create more loopholes.,#presidentialdebate a case of beer to the first candidate who says they want to create more loopholes,16.457186999999998
1030,The Infamous Spilt-Screen. I know that look --  Mr. Romney --  as I use it often myself. #debates,the infamous spiltscreen i know that look mr romney as i use it often myself #debates,16.234935999999998
1031,#Debates in my National and State Government class.  At least I don't have to sit through my instructor lecturing :D,#debates in my national and state government class at least i don't have to sit through my instructor lecturing d,16.290768
1032,If you do any more work we won't have a GDP Mr. Prez. #debates,if you do any more work we won't have a gdp mr prez #debates,11.137415
1035,#Romney #Obama are as authentic as breast implants. Sure --  nice to look at --  fun to play with. But insecure and always someone else's idea.,#romney #obama are as authentic as breast implants sure nice to look at fun to play with but insecure and always someone else's idea,17.719633
1036,Obama talks about closing the deficit -- I'm sure that is your plan Mr. Big Government #tcot #2012debate,obama talks about closing the deficit i'm sure that is your plan mr big government #tcot #2012debate,22.164763
1037,I feel like I'm going to be bored for the next 1 1/2 hours.. #presidentialdebate,i feel like i'm going to be bored for the next hours #presidentialdebate,14.197554
1038,Hacking up a lung from allergies/cold. Hacking up a brain from #debates. Which will disable me first? Taking bets.,hacking up a lung from allergiescold hacking up a brain from #debates which will disable me first taking bets,14.415938999999998
1040,Romney sharp to put faces on the problems of economy. It's going to take a different path. #debate #denverdebate,romney sharp to put faces on the problems of economy it's going to take a different path #debate #denverdebate,25.977127000000003
1041,Watching this debate for homework  --  the tension between president Obama  --  and governor Romney is high  --  #bored,watching this debate for homework the tension between president obama and governor romney is high #bored,16.77555
1042,Debates are really just a college theater class final. Who can put on the best show. #DenverDebate,debates are really just a college theater class final who can put on the best show #denverdebate,25.624365000000004
1046,Good 1 --  celebrate it anywhere but the #WhiteHouse @chuckwoolery: #Obama --  hopefully a year from now he will celebrate his anv at Denny's,good celebrate it anywhere but the #whitehouse #obama hopefully a year from now he will celebrate his anv at denny's,13.000623
1049,#Obama apunta a reducir el dficit --  en como reducir los gatos pblicos --  para apoyar la creacin de nuevos empleos #VotoEEUU2012,#obama apunta a reducir el dficit en como reducir los gatos pblicos para apoyar la creacin de nuevos empleos #votoeeuu2012,17.834523
1050,@illusory_tenant: Why didn't Romney give the woman who lost her home one of his? #debates #prog12,why didn't romney give the woman who lost her home one of his #debates #prog12,20.926011
1051,America does best when the Middle Class does best. @BarackObama off to a great start at tonight's #PresidentialDebate,america does best when the middle class does best off to a great start at tonight's #presidentialdebate,20.195335
1053,RT @Mr_GotoGuy I see President Obama puts his wife 1st u sorry ass men could learn a few things #watchingthedabate,i see president obama puts his wife 1st u sorry ass men could learn a few things #watchingthedabate,24.757849000000004
1055,RT @gabs1229: Vamos a ver que nos dice el ignorante de Mitt Romney.,vamos a ver que nos dice el ignorante de mitt romney,11.866187
1057,I hope everybody tuned in to the presidential debate especially the Obama haters so u can see why HE is truly the man for the job #teamObama,i hope everybody tuned in to the presidential debate especially the obama haters so u can see why he is truly the man for the job #teamobama,27.482623
1060,MITT ROMNEY MADE A JOKE.  It wasn't funny.  That's a fact #FactCheck,mitt romney made a joke it wasn't funny that's a fact #factcheck,7.992595999999999
1061,Jobs in the USA - that's something I really do believe in. #Debates,jobs in the usa that's something i really do believe in #debates,21.223793999999998
1062,President spent first minute and a half not answering first question. Spent next half a minute giving non specifics to question. #debates,president spent first minute and a half not answering first question spent next half a minute giving non specifics to question #debates,40.332078
1064,Yep! I bet so! RT @OFatigue: @tamij @Art6B I think Art6B was talking about Obama's comment. #debate #hewitt #tcot,yep i bet so rt i think art6b was talking about obama's comment #debate #hewitt #tcot,20.174664
1065,#Obama way off-topic he is not specifically answering the questions from Jim Lier #presidentialdebate,#obama way offtopic he is not specifically answering the questions from jim lier #presidentialdebate,8.560643
1067,#PresidentialDebate is on?!? Am I the only one who doesn't give a SHIT?!?! #notvoting #dontcare #stoptalking #Obama #Romney,#presidentialdebate is on am i the only one who doesn't give a shit #notvoting #dontcare #stoptalking #obama #romney,12.468383
1069,Obama kicks off presidential debate by wishing Michelle --  his sweetie --  a happy anniversary #PresidentialDebate,obama kicks off presidential debate by wishing michelle his sweetie a happy anniversary #presidentialdebate,28.669898
1070,Well - at least Obama didn't forget his anniversary. No one wants Michelle mad at them --  right? #Debates,well at least obama didn't forget his anniversary no one wants michelle mad at them right #debates,32.923271
1072,hopefully I can make up my mind on who to vote for #PresidentialDebate,hopefully i can make up my mind on who to vote for #presidentialdebate,9.053946
1073,I know that's right --  President Obama just gave his wife a shout out and wished her a Happy Anniversary before he addressed anything else.,i know that's right president obama just gave his wife a shout out and wished her a happy anniversary before he addressed anything else,38.349821999999996
1074,Pres. @BarackObama  just took the stage. Ready for a GREAT #debates. Starting off on the economy. HAPPY ANNIVERSARY to him & @MichelleObama.,pres just took the stage ready for a great #debates starting off on the economy happy anniversary to him,35.083082
1075,RT @Nickadoo: Mitt Romney still has a chance to turn things around in the debates. All he needs to do is convince voters that he's not M ...,mitt romney still has a chance to turn things around in the debates all he needs to do is convince voters that he's not m,13.978878
1078,but remember: basically every time mitt romney says anything about social issues he's probably lying or being a bigot. or both!,but remember basically every time mitt romney says anything about social issues he's probably lying or being a bigot or both,11.045909
1081,I wonder if the Bloods are rooting for Romney and the Crips for Obama. #debates,i wonder if the bloods are rooting for romney and the crips for obama #debates,9.527671999999999
1082,Mitt Romney also seems to think the first question was about Obama's anniversary. It was still jobs.,mitt romney also seems to think the first question was about obama's anniversary it was still jobs,28.390152
1084,Good thing I have DVR so I can see the #PresidentialDebate later. Let's see who's better at bullshitting the American public.,good thing i have dvr so i can see the #presidentialdebate later let's see who's better at bullshitting the american public,23.033907999999997
1089,omg Mitt Romney GO AWAY. YOU'RE SO HORRIBLE. PLEASE JUST GO.,omg mitt romney go away you're so horrible please just go,13.276084999999998
1091,That poor woman --  she married a dolt who can't hold down a job --  she needs a divorce lawyer --  not @MittRomney .  #debates #Radican2k,that poor woman she married a dolt who can't hold down a job she needs a divorce lawyer not #debates #radican2k,18.808048
1092,Mitt Romney looks like a wolf in sheep clothing --  not even trying to be biased --  he just looks scary af,mitt romney looks like a wolf in sheep clothing not even trying to be biased he just looks scary af,21.22654
1095,President Obama:  i want to hire 100 -- 000 more math and science teachers  #PresidentialDebates,president obama i want to hire more math and science teachers #presidentialdebates,17.546347
1098,Dirty tricks --  Mitt! We ALL KNOW trickle down is NOT what Obama's strategy. I still say --  if you want Reagan --  you get Reagan #GOP. #debates,dirty tricks mitt we all know trickle down is not what obama's strategy i still say if you want reagan you get reagan #gop #debates,33.055638
1100,Tuned into the Presidential Debate! I'm ready to hear my president speak! #Obama,tuned into the presidential debate i'm ready to hear my president speak #obama,23.332588
1101,When the government talks about small businesses --  are they counting tech startups? Because I see those now more than ever. #debates,when the government talks about small businesses are they counting tech startups because i see those now more than ever #debates,22.140947999999998
1102,Mitt romney hair don't move I don't like him --  I don't trust any man who puts moose in his hair,mitt romney hair don't move i don't like him i don't trust any man who puts moose in his hair,14.323079999999997
1105,I just told Obama I'm strapping Bo to the roof of my Cadillacs! #debates,i just told obama i'm strapping bo to the roof of my cadillacs #debates,12.045020000000001
1106,It's good to see our generation actually caring about our future for once --   watching the #debate #obama!!,it's good to see our generation actually caring about our future for once watching the #debate #obama,22.518988
1109,@nolanmaxed:  L E T'S GET Ready . 2 Rumble.   #DEBATE Can U Dig it ;-O IS this a Duped and LoOped Record ?????? #Debates,l e t's get ready rumble #debate can u dig it o is this a duped and looped record #debates,26.228003999999995
1110,Thats a real nigga before he speak he wish his wife a happy anniversary #PresidentialDebate  #ObamaGang,thats a real nigga before he speak he wish his wife a happy anniversary #presidentialdebate #obamagang,26.162948
1111,Is there anything more useless than the seismograph of undecided voters being ran by @CNN? #PresidentialDebate,is there anything more useless than the seismograph of undecided voters being ran by #presidentialdebate,8.750286
1118,Obama answered first question by doing talking points. Same with Romney and his 5 points http://t.co/g2UWyiaE #debates,obama answered first question by doing talking points same with romney and his points #debates,23.729371999999998
1119,Mitt Romney old ass prolly came to the debate without his diaper. He prolly got number 2 running all down his leg.,mitt romney old ass prolly came to the debate without his diaper he prolly got number running all down his leg,17.849854
1124,Obama starts by thanking the Univ of Denver --  and #MittRomney starts writing! LOL (scribble scribble...I'm in Denver...) LOL #nbcpolitics,obama starts by thanking the univ of denver and #mittromney starts writing lol scribble scribblei'm in denver lol #nbcpolitics,14.623052000000001
1125,What color would the Libertarian tie be? Either way --  Its MIA... RT @torreymspears red tie / blue tie.  Terrific.  #debate2012 #denverdebate,what color would the libertarian tie be either way its mia rt red tie blue tie terrific #debate2012 #denverdebate,30.631781000000004
1129,Trickle-down government. Now that's a nifty buzz phrase planted in Romney's ear but certainly no zinger. #debates,trickledown government now that's a nifty buzz phrase planted in romney's ear but certainly no zinger #debates,24.22019
1131,THIS IS THE MOST ROMANTIC PLACE YOU CAN IMAGINE --  HERE WITH ME. #debates,this is the most romantic place you can imagine here with me #debates,11.725366000000001
1134,@Obama2012: President Obama: Over the last 30 months --  weve seen 5 million jobs in the private sector created.,president obama over the last months weve seen million jobs in the private sector created,25.691526
1135,if obama wasn't the president of the united states --  he could be a comedian.,if obama wasn't the president of the united states he could be a comedian,7.418991
1136,The #Obama apple pie and a Guinness. Debate night at Alamo Drafthous  @ Alamo Drafthouse Cinema  Lake Creek http://t.co/VNMeYeub,the #obama apple pie and a guinness debate night at alamo drafthous alamo drafthouse cinema lake creek,10.557856
1137,Lol  --  dats cute wit yall ties ! Blue nd red matchn dey party ! #Obama,lol dats cute wit yall ties blue nd red matchn dey party #obama,17.253789
1138,Watching the #DenverDebate in a room full of college students. Happy to see the involvement. #wewill http://t.co/TzZs6sqD,watching the #denverdebate in a room full of college students happy to see the involvement #wewill,20.844051
1140,RT @MeezSkurt Well your husband might just be a bad worker smh...4 jobs in 3 months!?! #PresidentialDebate,well your husband might just be a bad worker smh jobs in months #presidentialdebate,19.883325
1141,And the debate has begun! Come join Arizona State University in watching the Presidential Debate. MU Pima 230. #debates,and the debate has begun come join arizona state university in watching the presidential debate mu pima #debates,30.108019
1144,Mitt's term: trickle-down government. Should he really be bringing to the fore the trickle-down mindset? #debates,mitt's term trickledown government should he really be bringing to the fore the trickledown mindset #debates,18.533586
1145,#debates  question is where we've been and how you misled us in the past and will in the future,#debates question is where we've been and how you misled us in the past and will in the future,19.131182000000003
