DocId,Tweet,Score,ProecessedTweet,RetweetCount
2582,Mitt Romney already looks bored if u think you're too good to work 2 b my president U can fuck yourself #Debate2012 #CNNDebate #Obama2012,35.025625,mitt romney already looks bored if u think you're too good to work b my president u can fuck yourself #debate2012 #cnndebate #obama2012,0
2372,I would love to hear Mitt Romney's plan on how to become energy independent. Because --  HA --  YEAH RIGHT. #debate,34.932932,i would love to hear mitt romney's plan on how to become energy independent because ha yeah right #debate,0
792,@CapehartJ: Romney: I know what it takes to get small biz going again. #Debates<<Right! Almost lost my cocktail on THAT one LOL!,34.874207,romney i know what it takes to get small biz going again #debatesright almost lost my cocktail on that one lol,0
1506,If I was in USA I would vote for #Obama just because he is a huge part of history making & this other dude sounds like a jerkoff lol,34.831026,if i was in usa i would vote for #obama just because he is a huge part of history making this other dude sounds like a jerkoff lol,0
1434,I just can't take mitt romney serious when he looks so much like the mayor from whoville in how the grinch stole christmas,34.808852,i just can't take mitt romney serious when he looks so much like the mayor from whoville in how the grinch stole christmas,0
1476,Looks like who? can you be WHO? #Damnshame lmfaoo RT@ksoeds: Mitt Romney looks like ken #canibebarbie,34.806326000000006,looks like who can you be who #damnshame lmfaoo rt mitt romney looks like ken #canibebarbie,0
319,You know they just said something like --  bitch you're going down. #PresidentialDebate,34.783992999999995,you know they just said something like bitch you're going down #presidentialdebate,1
5393,#debates #NW Presidential Debate *2012* I'm not voting anymore because ALL politics are bull shit and lies. It's what America is built off,34.74342,#debates #nw presidential debate i'm not voting anymore because all politics are bull shit and lies it's what america is built off,0
908,#debates  He is hugging Romney on energy and taxes.  He looks thoughtful but does not seem to be talking to us and Mitt is.  Mitt is better,34.730204,#debates he is hugging romney on energy and taxes he looks thoughtful but does not seem to be talking to us and mitt is mitt is better,4
5379,FACT: @MittRomney's tax plan will raise taxes on the Middle Class. #debates,34.623796999999996,fact s tax plan will raise taxes on the middle class #debates,5
5402,i'm the kind of person that would never be allowed at things like this because i would just be screaming the whole time #presidentialdebate,34.595307000000005,i'm the kind of person that would never be allowed at things like this because i would just be screaming the whole time #presidentialdebate,6
4683,Didn't President Obama already talk about small businesses and education? Romney jacking answers and flipping it,34.58842,didn't president obama already talk about small businesses and education romney jacking answers and flipping it,0
1440,I've said it before & I'll say it again: Mitt looks like Mister Fantastic (Reed Richards) from the Fantastic Four. #debates,34.573516999999995,i've said it before i'll say it again mitt looks like mister fantastic reed richards from the fantastic four #debates,0
4292,#DenverDebate @BarackObama sounds like a moron when he starts talking like a hick.,34.572494,#denverdebate sounds like a moron when he starts talking like a hick,0
3079,Mitt Romney's voice even sounds like the voice of a liar lol. Hell no.,34.509822,mitt romney's voice even sounds like the voice of a liar lol hell no,0
1155,Did Romney just say Rule 3: Crack down on China? That's unusually forthright. He knows they own the US right? #debates,34.509467,did romney just say rule crack down on china that's unusually forthright he knows they own the us right #debates,0
920,Did President Obama just willingly say he knows he won't win a new term? #debates,34.508365,did president obama just willingly say he knows he won't win a new term #debates,0
315,So --  these two are pretty much selling America bullshit tonight... They're just trying to see who delivers it more eloquently.  #Debates,34.503619,so these two are pretty much selling america bullshit tonight they're just trying to see who delivers it more eloquently #debates,0
5297,Honestly i dont think half of yah truely know why you dont like romney. Your being a follower. Just sayin --  #Obama,34.498412,honestly i dont think half of yah truely know why you dont like romney your being a follower just sayin #obama,0
2095,Romney is looking at him like Damn that asshole saying all the right things #debates,34.461321,romney is looking at him like damn that asshole saying all the right things #debates,0
3973,Every time I hear the phrase trickle down in a political context --  I can't help but giggle like a schoolgirl. #realmature #debates,34.447116,every time i hear the phrase trickle down in a political context i can't help but giggle like a schoolgirl #realmature #debates,0
301,Tax cuts for manufacturing... Not sure if the majority of those business count as small business #PresidentialDebate,34.44148199999999,tax cuts for manufacturing not sure if the majority of those business count as small business #presidentialdebate,0
5608,They're like civil with each other --  but they call each other out like its nobodys business #Awkward #PresidentialDebate,34.430814999999996,they're like civil with each other but they call each other out like its nobodys business #awkward #presidentialdebate,0
1908,How Romney gone talk shit about what my president is doing hell bush put us in a lot of shit that Obama had put out,34.394199,how romney gone talk shit about what my president is doing hell bush put us in a lot of shit that obama had put out,1
245,Showing tweets about the debate during the debate is annoying! How else am I supposed to see what Romney is doing with his hands! #debates,34.373468,showing tweets about the debate during the debate is annoying how else am i supposed to see what romney is doing with his hands #debates,1
25,The dude on Key & Peele sound just like president Obama! Haha,34.298371,the dude on key peele sound just like president obama haha,0
966,Stop companies like Walmart who out source that will be the first step in the right direction #Debates,34.294049,stop companies like walmart who out source that will be the first step in the right direction #debates,0
1411,How can you be American and not watch the presidential debate. Like come on now! #Romney,34.270238000000006,how can you be american and not watch the presidential debate like come on now #romney,0
4843,i just hate mitt romney so much i want to set my precious flat screen on fire the way he's talking to me right now,34.196988000000005,i just hate mitt romney so much i want to set my precious flat screen on fire the way he's talking to me right now,0
4074,is funny cause mitt romney is trying to tolerate obama and act like hes his friend its like gretchen and regina george,34.194624,is funny cause mitt romney is trying to tolerate obama and act like hes his friend its like gretchen and regina george,1
4185,Ha! #DenverDebate #PresidentialDebate RT @AntDeRosa: You say tax cut --  I say tax relief --  let's call the whole thing off #reuterslive,34.190119,ha #denverdebate #presidentialdebate rt you say tax cut i say tax relief let's call the whole thing off #reuterslive,0
681,#Debate2012 - #Obama wants to invest more tax money in bankrupted alternative energy companies. How does that help the economy? #tcot,34.186325,#debate2012 #obama wants to invest more tax money in bankrupted alternative energy companies how does that help the economy #tcot,1
1629,I like that President Obama is highlighting some areas where he and Gov. Romney agree. #Debates #unity #fb,34.181067,i like that president obama is highlighting some areas where he and gov romney agree #debates #unity #fb,0
1183,#debates Obama looks like he realizes he missed the opportunity to be the first to lay out his plan,34.1502,#debates obama looks like he realizes he missed the opportunity to be the first to lay out his plan,0
4690,Mitt Romney's face looks like hes thinking *this man has got to be shitting me --  this is a joke*,34.11804300000001,mitt romney's face looks like hes thinking this man has got to be shitting me this is a joke,0
3333,Obama's opening statement seemed like tiny version of stump speech. Romney going for personal connection out of the gate... #debates,34.10737,obama's opening statement seemed like tiny version of stump speech romney going for personal connection out of the gate #debates,0
1465,NOW --  Obama wants to LOWER TAXES?  Since when?  Just RIGHT NOW?   LIAR --  LIAR LIAR  - #RomneyRyan2012,34.105201,now obama wants to lower taxes since when just right now liar liar liar #romneyryan2012,2
380,Mitt Romney literally just opened the debate by saying Cut taxes for the rich --  that's not what I'm going to do.,34.080021,mitt romney literally just opened the debate by saying cut taxes for the rich that's not what i'm going to do,0
4634,RT @IAmSteveHarvey: Good night everyone ! I'm watching  the #Debates ! Make sure you are registered to vote now ! Go to http://t.co/6FVy ...,34.042971,good night everyone i'm watching the #debates make sure you are registered to vote now go to,151
512,Romney just looks so sleazy and uncomfortable. President Obama is going to own him. #debates,34.041281999999995,romney just looks so sleazy and uncomfortable president obama is going to own him #debates,0
265,I like him but I need him to stop the PDA when h should in fact be whoopin ass. #Debates,33.999562,i like him but i need him to stop the pda when h should in fact be whoopin ass #debates,0
2563,If anybody is doing this presidental debate drinking game..there would have been like 10sips already lol. #teamobama #obama #elections #2012,33.987787999999995,if anybody is doing this presidental debate drinking gamethere would have been like 10sips already lol #teamobama #obama #elections #,0
2882,Mitt Romney: Jobs?  Yeah --  I can talk about jobs.  I want this Negros job right here. #TFYdebate #debates,33.935977,mitt romney jobs yeah i can talk about jobs i want this negros job right here #tfydebate #debates,11
4462,MITT ROMNEY AINT SHIT HE CAN GO TAKE HIS ASS TO IRAQ SOMEWHERE WE DONT FUCK WITH HIS FUCK BOY ASS !,33.880635,mitt romney aint shit he can go take his ass to iraq somewhere we dont fuck with his fuck boy ass,2
3666,Mitt Romney just said small business FOUR TIMES in TWO MINUTES. We are ALL GOING TO DIE https://t.co/Jo6W4hnX,33.853962,mitt romney just said small business four times in two minutes we are all going to die,0
3532,Blah blah blah  --  which one of you will get me more pussy? #debates2012 #debates #debate #debate2012,33.824568,blah blah blah which one of you will get me more pussy #debates2012 #debates #debate #debate2012,0
3300,Mitt Romney has defff gotten Botox his face is just too damn stiff!!! & that's the type of president that you guys want?! #Obama2012,33.687472,mitt romney has defff gotten botox his face is just too damn stiff that's the type of president that you guys want #obama2012,0
5547,Omg i cant sand obama like im not gonna have a decent job if hes president again. You'd have to be a complete idiot to re-elect him.,33.649049000000005,omg i cant sand obama like im not gonna have a decent job if hes president again you'd have to be a complete idiot to reelect him,1
5615,Mitt Romney looking like 'Nigga STFU  --  you know yo ass gonna win',33.601882,mitt romney looking like nigga stfu you know yo ass gonna win,2
1351,Mitt --  I want to hear your plan to make us energy independent. #debates,33.599753,mitt i want to hear your plan to make us energy independent #debates,0
3963,I feel like if I look at Mitt Romney too long her will give me nightmares. He just gives me the heebeejeebees #debate,33.584622,i feel like if i look at mitt romney too long her will give me nightmares he just gives me the heebeejeebees #debate,0
4692,#Obama's Answer Invest in Education & Training. New sources of Energy. Tax Code. Reduce our deficit in a balanced way.....,33.506795,#obama's answer invest in education training new sources of energy tax code reduce our deficit in a balanced way,0
3181,PRESIDENT OBAMA ! He's so chill while mitt looks like an idiot. #Debate,33.465922,president obama he's so chill while mitt looks like an idiot #debate,0
2907,Exactly president Obama give breaks to companies who give Americans jobs not to the bastards that outsource jobs,33.444235000000006,exactly president obama give breaks to companies who give americans jobs not to the bastards that outsource jobs,1
207,Romney ya say one thing and right now your saying another dear Mitt get your shit together,33.409194,romney ya say one thing and right now your saying another dear mitt get your shit together,0
491,#debate For the record. I'm a small business owner in Massachusetts who has never voted and will never vote for #Mitt Romney.,33.408945,#debate for the record i'm a small business owner in massachusetts who has never voted and will never vote for #mitt romney,2
127,Is Mitt Romney dumb as hell? Lol cutting small business will take away A BUNCH of people's jobs,33.401372,is mitt romney dumb as hell lol cutting small business will take away a bunch of people's jobs,0
2745,RT @Klefevs: I'm gonna get off twitter cause ill probably start arguing with someone about the debate lol #Obama2012,33.396339,i'm gonna get off twitter cause ill probably start arguing with someone about the debate lol #obama2012,1
2702,RT @GGPolitics: FACT:  President Obama cut taxes by $3 -- 600 over four years for typical middle-class families. #Debates,33.386314,fact president obama cut taxes by over four years for typical middleclass families #debates,5
2004,I'm already drunk --  do I win the debate drinking game? It was a race right?   #debates #MocktheVote @DebateDrinking,33.385358,i'm already drunk do i win the debate drinking game it was a race right #debates #mockthevote,0
4184,don't act like you like obama --  mitt romney. with your bitch ass,33.371869000000004,don't act like you like obama mitt romney with your bitch ass,1
2989,Yo --  Obama. Mitt Romney is talking about small business --  not education bro. Just saying.,33.326892,yo obama mitt romney is talking about small business not education bro just saying,0
5149,I know what it takes to get small businesses working and then shut down and sold off for profits. - Mitt Romney #debate,33.300641,i know what it takes to get small businesses working and then shut down and sold off for profits mitt romney #debate,17
262,I'd just like to mention the immense swag President Obama had when he walked out on stage.,33.299206999999996,i'd just like to mention the immense swag president obama had when he walked out on stage,0
3841,#debates: Romney has talked to people about the economy for years b/c he's been trying to run for president for years...#epicfail,33.2444,#debates romney has talked to people about the economy for years bc he's been trying to run for president for years#epicfail,3
2697,I feel like I have failed a little as a proud conservative bc I'm watching the debate on CNN. @MicahTNDC @ggartman #RomneyRyan2012,33.220112,i feel like i have failed a little as a proud conservative bc i'm watching the debate on cnn #romneyryan2012,0
2540,Y'all young ones get involved listen to the #debates tonight get educated !,33.169166999999995,y'all young ones get involved listen to the #debates tonight get educated,0
3437,#debate2012 that's right president Obama invest in companies that are keeping jobs in America!!,33.166396000000006,#debate2012 that's right president obama invest in companies that are keeping jobs in america,0
1179,The Presidential Debate reminds me of Pageant Interview. 2 minutes to answer a question while looking good simultaneously. #debates,33.139776,the presidential debate reminds me of pageant interview minutes to answer a question while looking good simultaneously #debates,16
1033,Mitt Romney just opened his mouth at the #debate which means that 47% of America should go get a snack & stop listening...,33.118314,mitt romney just opened his mouth at the #debate which means that of america should go get a snack stop listening,2
3267,People lose their jobs because they dont work hard. The boss dont fire good workers. #debates,33.050323999999996,people lose their jobs because they dont work hard the boss dont fire good workers #debates,0
4790,I'm just realizing it now but Mitt Romney looks a lot like the mayor of whooville from the grinch movie.,33.038644999999995,i'm just realizing it now but mitt romney looks a lot like the mayor of whooville from the grinch movie,0
211,Romney: I know what it takes to get small business growing again #DenverDebate,33.035862,romney i know what it takes to get small business growing again #denverdebate,0
3586,Bitch dont be talking to Obama like that hoe ! FUCK YOU HE THE MUTHAFUCKIN PRESIDENT BITCHHH !,33.031202,bitch dont be talking to obama like that hoe fuck you he the muthafuckin president bitchhh,1
3046,i fell like if mitt romney becomes president china will blow us tf up,33.01619600000001,i fell like if mitt romney becomes president china will blow us tf up,0
1469,obamas plan to say that romney agrees with him on a bunch of stuff is a good way to get republicans to turn on him #debates,33.009728,obamas plan to say that romney agrees with him on a bunch of stuff is a good way to get republicans to turn on him #debates,0
208,<longer than 4 years to fix it ok. I don't want fucking Mitt Romney to mess this economy up even more --  then like everyone could die.,32.98159,longer than years to fix it ok i don't want fucking mitt romney to mess this economy up even more then like everyone could die,0
4347,@HuffingtonPost i very much disagree! Big business eats small business nowadays! And #Romney ha a track record....,32.954805,i very much disagree big business eats small business nowadays and #romney ha a track record,1
2468,@_Burnetts: Debate Drinking Game: take a shot every time you laugh at something Mitt Romney says @Emmalemma_ is already at 1,32.95268900000001,debate drinking game take a shot every time you laugh at something mitt romney says is already at,0
67,#FNRDebate #Jobs #MittRomney knows how to save business --  will restore the vitality to get America running on right path again,32.95005,#fnrdebate #jobs #mittromney knows how to save business will restore the vitality to get america running on right path again,0
1313,turned to the #Debates just in time to hear romney start talking. and i said shut the fuck up.,32.864506,turned to the #debates just in time to hear romney start talking and i said shut the fuck up,0
4140,@abcnewslive @abc @abcnews Get that fucking twitter feed off of your youtube feed! I want to watch the #DEBATES not your twitter garbage!,32.752995000000006,get that fucking twitter feed off of your youtube feed i want to watch the #debates not your twitter garbage,0
845,@elonjames: SMALL BUSINESS! DRINK! #debates #TWIB2012 <--- what? How did I not know about this drinking game?? #catchup #whitewine,32.752031,small business drink #debates #twib2012 what how did i not know about this drinking game #catchup #whitewine,0
5452,#Romney: I know what it takes to get small business going again #campaign2012,32.733556,#romney i know what it takes to get small business going again #campaign2012,0
54,I don't give a shit what you people think. I care what the presidential candidates are saying. So shut up #debates,32.671491,i don't give a shit what you people think i care what the presidential candidates are saying so shut up #debates,0
618,Mitt Romney eats small business for breakfast --  yet he SAYS he wants to support us! How Sir --  by buying companies & dismantling them!,32.664753000000005,mitt romney eats small business for breakfast yet he says he wants to support us how sir by buying companies dismantling them,0
2436,I dont know anything about politics I just like to call Mitt Romney Mitten thats all,32.657512,i dont know anything about politics i just like to call mitt romney mitten thats all,0
592,Why is he talking about China cheating? Doesn't it say made in China on the back of his Vote For Me pins? #debates,32.645256,why is he talking about china cheating doesn't it say made in china on the back of his vote for me pins #debates,0
4870,People who hate on Obama are usually stupid.  Or racist. Or didnt pay attention to politics till a black Guy was president.,32.625878,people who hate on obama are usually stupid or racist or didnt pay attention to politics till a black guy was president,0
2672,If small business is good --  why do corporate companies have personhood acts? #Debate2012 #debates,32.616254000000005,if small business is good why do corporate companies have personhood acts #debate2012 #debates,0
626,Mitt Romney looks like the guy from the grinch who stole Christmas. I think the mayor or whatever. Just not as fat.,32.549022,mitt romney looks like the guy from the grinch who stole christmas i think the mayor or whatever just not as fat,3
1947,Is it just me --  or does it look like Mitt has something in his eyes? #debates,32.537525,is it just me or does it look like mitt has something in his eyes #debates,0
3821,#TeamObama >>>>> Aye while this debate going on keep the relationship like Obama & Michelle >> tweets to a minimum.,32.510532999999995,#teamobama aye while this debate going on keep the relationship like obama michelle tweets to a minimum,0
3421,I gotta go get something to eat man. But time into the debate y'all!!! #Obama2012,32.499444999999994,i gotta go get something to eat man but time into the debate y'all #obama2012,0
4923,@AdamGreen: Jim Lehrer is already better than @DavidGregory was in the #MaSen debate #debates Gregory is a villager. Always hard to hide.,32.489556,jim lehrer is already better than was in the #masen debate #debates gregory is a villager always hard to hide,1
3835,Romney looks in the camera --  Obama looks at Lehrer. Makes the audience at home like Romney more! #presidentialdebate,32.360578000000004,romney looks in the camera obama looks at lehrer makes the audience at home like romney more #presidentialdebate,0
4754,i'm just gonna get off twitter now --  you're tweets aren't gonna change my political views.............................. #Obama,32.303875999999995,i'm just gonna get off twitter now you're tweets aren't gonna change my political views #obama,0
1203,Cracking down on China and getting rid of regulation on businesses --  focusing in small business #debates,32.281533,cracking down on china and getting rid of regulation on businesses focusing in small business #debates,0
4733,im not even watching the debate but i can count on mitt romney being dressed like he aint got no bitches,32.236305,im not even watching the debate but i can count on mitt romney being dressed like he aint got no bitches,1
1761,So Obama gave a shout out at the debate? Black folks don't give a damn. G ass president,32.232749,so obama gave a shout out at the debate black folks don't give a damn g ass president,0
3129,Romney: energy independence --  trade in Latin America --  skills for kids --  reduce deficit --  champion business #presidentialdebate,32.177006,romney energy independence trade in latin america skills for kids reduce deficit champion business #presidentialdebate,0
1878,Mitt Romney Talk Too Slow & He Dont Even Look Like He Could Be A President,32.154508,mitt romney talk too slow he dont even look like he could be a president,1
4910,I just don't get the whole help the wealthy concept. Make the rich --  richer and the poor --  poorer? How about equality? #2012Debate #Obama,32.14079,i just don't get the whole help the wealthy concept make the rich richer and the poor poorer how about equality #2012debate #obama,2
1008,RT @shawn1up You know what else creates jobs Romney? Clean --  renewable energy programs. But I guess thats a lost concept. #debates,32.120951000000005,you know what else creates jobs romney clean renewable energy programs but i guess thats a lost concept #debates,0
839,Not sure if this is sarcastic or not RT @TheFix: Romney: I am going to win. Obama: I'd like to see you try. #debates,32.105463,not sure if this is sarcastic or not rt romney i am going to win obama i'd like to see you try #debates,0
4676,Mitt Romney looks like the lawyer on the TV commercials that promises accident victims that he can get them the money they deserve.,32.075222000000004,mitt romney looks like the lawyer on the tv commercials that promises accident victims that he can get them the money they deserve,0
1881,Only a confident guy like Obama can make 'closing our deficit' sound sexy. #debates,32.069457,only a confident guy like obama can make closing our deficit sound sexy #debates,0
4259,What's up with Mitt Romney's hair? Looks like he got a blow out? #Debate2012 #debates2012,32.062787,what's up with mitt romney's hair looks like he got a blow out #debate2012 #debates2012,0
1401,I know what it takes to start a business and kick start the economy.--borrowing money from our parents? is that the answer #debates,32.032866,i know what it takes to start a business and kick start the economyborrowing money from our parents is that the answer #debates,0
4713,Obama wants to invest in education and trade --  energy and tax reform to help the economy --  according to the #PresidentialDebate,32.008157,obama wants to invest in education and trade energy and tax reform to help the economy according to the #presidentialdebate,0
5304,This debate has already eclipsed RNC and Michelle Obama's DNC speech in terms of tweets per minute #debates,32.000553000000004,this debate has already eclipsed rnc and michelle obama's dnc speech in terms of tweets per minute #debates,17
5145,@Erin_Byom: I know what it takes to get small business growing again #mittromney #pols405,31.992354,i know what it takes to get small business growing again #mittromney #pols405,0
4198,Just because you smooth talked your way into become president last year doesn't mean you can fool everyone again #mitt #StandUpForAmerica,31.986079999999998,just because you smooth talked your way into become president last year doesn't mean you can fool everyone again #mitt #standupforamerica,0
3805,If you want to stop companies from shipping jobs overseas --  make it less onerous to operate in the US! #debate2012 #tcot,31.983382000000002,if you want to stop companies from shipping jobs overseas make it less onerous to operate in the us #debate2012 #tcot,0
2675,Every American who is old enough to vote should be watching the presidential debate #Debates @EricMunoz91 @DjBj03,31.982414999999996,every american who is old enough to vote should be watching the presidential debate #debates,0
515,Idk bout y'all but I get sensitive when people talk shit about Pres. Obama & I be wanting to go tf off! Tf is a #NoBama?? Getcha life!,31.976313999999995,idk bout y'all but i get sensitive when people talk shit about pres obama i be wanting to go tf off tf is a #nobama getcha life,1
3180,However --  Mitt Romney talking about energy independence and better schools? That's something I like... #debate2012,31.940905,however mitt romney talking about energy independence and better schools that's something i like #debate2012,0
861,If president Obama say that he Legalize weed every body going to vote for him Even the republican GOP lol Rt if. You think this is true,31.935235,if president obama say that he legalize weed every body going to vote for him even the republican gop lol rt if you think this is true,0
3393,He look sneaky lol RT @Jeri_Dot_Boss: Mitt Romney has a silly face.. Just like Bush.,31.870832999999998,he look sneaky lol rt mitt romney has a silly face just like bush,0
3468,@HomerJSimpson: My advice for the President tonight: Ignore any stupid questions and just say I'm the guy who killed Obama!,31.848131,my advice for the president tonight ignore any stupid questions and just say i'm the guy who killed obama,0
2493,lets see if romney can make me like him... imma give him a chance.... #debate #teamobama,31.7918,lets see if romney can make me like him imma give him a chance #debate #teamobama,0
35,I got kinda tickled when Romney mentioned the Presidents Anniversary like he really cares #Debates,31.790284,i got kinda tickled when romney mentioned the presidents anniversary like he really cares #debates,1
2023,LolRT @KDsoLive365: Ready to watch Obama get on Romney's A$$ like wet toilet tissue!!! #PresidentialDebate,31.783468000000003,lolrt ready to watch obama get on romney's a like wet toilet tissue #presidentialdebate,0
2077,RT @gov: The start of this debate has already topped the RNC and @MichelleObama's DNC speech in terms of Tweets per minute. #debates,31.770854,the start of this debate has already topped the rnc and s dnc speech in terms of tweets per minute #debates,0
5543,The start of this debate has already topped the RNC and @MichelleObama's DNC speech in terms of Tweets per minute. #debates via @gov,31.770854,the start of this debate has already topped the rnc and s dnc speech in terms of tweets per minute #debates via,2
171,Lehrer looks like he gets a boner every time he asks them a question. #DenverDebate,31.758694999999996,lehrer looks like he gets a boner every time he asks them a question #denverdebate,0
3097,it's not even my liberal bias it's just an observation the president has a much better voice to listen to than mitt romney,31.727155999999997,it's not even my liberal bias it's just an observation the president has a much better voice to listen to than mitt romney,0
2959,Is it just me or is PO starting to sound like his SNL counterpart? #debates,31.725323000000003,is it just me or is po starting to sound like his snl counterpart #debates,0
3115,If Romney knowsw how to start a small business --  why hasn't he used his $ to do that in America and not the Caymans. #DebateDenver #debates,31.702014,if romney knowsw how to start a small business why hasn't he used his to do that in america and not the caymans #debatedenver #debates,1
362,This Debate about to be on point hope Obama Wins Election dog Repeat another year of a Black President,31.636426,this debate about to be on point hope obama wins election dog repeat another year of a black president,0
2983,yes Obama --  talk about education. take away my loans! LOL i'm logging off twitter. Cause I'm annoying when it comes to my president.,31.603698,yes obama talk about education take away my loans lol i'm logging off twitter cause i'm annoying when it comes to my president,0
2476,#Debates POTUS may have just won the debate with 20 yrs of Lewinsky free marriage. I teared up and I'm fully aware he signed NDAA. #SlyFox,31.589492,#debates potus may have just won the debate with yrs of lewinsky free marriage i teared up and i'm fully aware he signed ndaa #slyfox,0
1954,I will say this: Romney looks like a goddamn movie star. From the 50's. Mitt --  if this whole election thing doesn't pan out --  call Don Draper.,31.576055999999994,i will say this romney looks like a goddamn movie star from the s mitt if this whole election thing doesn't pan out call don draper,0
4221,Pres. Obama wants to reduce deficit --  invest in education --  lift up middle-class. Says Romney wants trickle down economics. #Debates,31.537901999999995,pres obama wants to reduce deficit invest in education lift up middleclass says romney wants trickle down economics #debates,1
973,#johnforpresident RT @Rofflekris: I don't like none of the presidential candidates just there's one obviously lesser of 2 evils  #obama2012,31.527446,#johnforpresident rt i don't like none of the presidential candidates just there's one obviously lesser of evils #obama2012,0
3092,#Knowledge RT @Rofflekris: I don't like none of the presidential candidates just there's one obviously lesser of 2 evils  #obama2012,31.527446,#knowledge rt i don't like none of the presidential candidates just there's one obviously lesser of evils #obama2012,1
2859,Isn't trickle down government when we give bigger tax cuts to companies than to middle class workers? #debates,31.512878,isn't trickle down government when we give bigger tax cuts to companies than to middle class workers #debates,0
2908,People don't really take politics serious...it's YOUR America & WE do have a voice..so watch the debate & listen closely #OBAMA #TeamObama,31.504912,people don't really take politics seriousit's your america we do have a voiceso watch the debate listen closely #obama #teamobama,1
5153,Romney Look Like He Gone Fuck This World Up If He Be President #PresidentialDebate,31.494231000000003,romney look like he gone fuck this world up if he be president #presidentialdebate,1
1548,@TheDailyEdge: Romney: I can help you get a new job. If you're willing to work for 27 cents an hour in China. #debates #DenverDebate,31.468911000000002,romney i can help you get a new job if you're willing to work for cents an hour in china #debates #denverdebate,0
2019,Presidential Debate.  PAY ATTENTION.  All that #TeamObama. #TeamRomney mess is ignorant if you don't know what they really trying to do.,31.465202,presidential debate pay attention all that #teamobama #teamromney mess is ignorant if you don't know what they really trying to do,3
4938,.@NolanFinley just now joining us for #debates. Got caught in line waiting for his Obamaphone --  I guess.. #StephenvsNolan @freepopinion,31.456938,just now joining us for #debates got caught in line waiting for his obamaphone i guess #stephenvsnolan,1
4484,Yall know this shit about to be boring if Mitt Romney doesn't say anything real stupid... Presidential Debate,31.452266999999996,yall know this shit about to be boring if mitt romney doesn't say anything real stupid presidential debate,0
1592,Romney talking about losing jobs and homes --  well as they say go with what you know --  he's shut down enough #DEbates,31.397871999999992,romney talking about losing jobs and homes well as they say go with what you know he's shut down enough #debates,0
3262,A lot of ppl screaming #TeamObama an don't even kno half the shit that's goin on in the fuckin world they just want somethin to tweet bout,31.381922999999997,a lot of ppl screaming #teamobama an don't even kno half the shit that's goin on in the fuckin world they just want somethin to tweet bout,0
476,Seriously President Obama --  you want to start like that on your opening remarks.....touching but cut the BS....wait you can't,31.376161000000003,seriously president obama you want to start like that on your opening remarkstouching but cut the bswait you can't,0
2455,Obama just used the first 30 seconds of his 2 minutes like a pimp..but let's go #MittRomney,31.371875,obama just used the first seconds of his minutes like a pimpbut let's go #mittromney,0
531,Obama has the voice of a president --  not Romney's annoying ass voice . #Obama2012,31.358459,obama has the voice of a president not romney's annoying ass voice #obama2012,8
4851,Obama looks tight. Like the guy who knows he has more to lose. #debates,31.357484000000007,obama looks tight like the guy who knows he has more to lose #debates,0
1692,Obama wants to boost energy production. but we need to look to energy sources of the future. #Debates,31.351845000000004,obama wants to boost energy production but we need to look to energy sources of the future #debates,3
1495,Already #obama sounds like an idiot to me. The auto industry is roaring back? Honestly? Show me the numbers.,31.333487,already #obama sounds like an idiot to me the auto industry is roaring back honestly show me the numbers,0
3263,what Obama really wanna say is Mitt Romney is a bitch ass nigga and all he really care about is you rich white folk and i aint wit it,31.329622999999994,what obama really wanna say is mitt romney is a bitch ass nigga and all he really care about is you rich white folk and i aint wit it,0
4731,Mitt got that look on his face like when you are talking to someone --  but they breath stinks. Lmao #presidentialdebate,31.329202000000002,mitt got that look on his face like when you are talking to someone but they breath stinks lmao #presidentialdebate,0
480,President Obama face says I'm for you and Romney face says all you middle class idiots are screwed,31.327132999999996,president obama face says i'm for you and romney face says all you middle class idiots are screwed,0
5283,Romney was raised with money. He doesn't understand that us normal people can't just shit money out of our butthole for college. #OBAMA,31.315995,romney was raised with money he doesn't understand that us normal people can't just shit money out of our butthole for college #obama,12
1292,OBAMA IS SO FUNNY LIKE LITERALLY HES THE BEST PERSON EVER IF HE WASNT PRESIDENT HE COULD BE A COMEDIAN,31.302766,obama is so funny like literally hes the best person ever if he wasnt president he could be a comedian,6
5620,@iMooLikeACaL: This nigga Mitt Romney look like he be watching kids through his window playing in the street while jacking off & shit.,31.231611,this nigga mitt romney look like he be watching kids through his window playing in the street while jacking off shit,1
2151,I watched Obama's #debates last year and he made life worse.... This debate will help,31.20497,i watched obama's #debates last year and he made life worse this debate will help,0
4041,So... Romney wants to start helping people get jobs.... by kicking Obama out of his? A bit ironic. lol #Obama2012,31.183367,so romney wants to start helping people get jobs by kicking obama out of his a bit ironic lol #obama2012,0
4392,Need to watch this presidential debate and see my president do his thing #OBAMA,31.15254,need to watch this presidential debate and see my president do his thing #obama,0
2806,Ready to see President Obama go ham on this pussy like a pig on a cat.,31.146258999999997,ready to see president obama go ham on this pussy like a pig on a cat,3
4523,Our president is makin it hard for y'all lmaoo.. y can't u be like Obama?. (my ghetto girl voice),31.135902,our president is makin it hard for y'all lmaoo y can't u be like obama my ghetto girl voice,0
2904,'Crack down on China if and when they cheat...' Is that cool? I feel like that's offensive... #Debates,31.135016,crack down on china if and when they cheat is that cool i feel like that's offensive #debates,0
