DocId,ProcessedTweet,OriginalTweet
1253,people who support anything mitt romney says are clearly just as ignorant as him #stupidfuck,People who support anything Mitt Romney says are clearly just as ignorant as him #stupidfuck
1254,woahhh mitt romney with the counter joke hahahahahah presidential debate more like amateur comedy hour loooool amiright guys guys,Woahhh Mitt Romney with the counter joke hahahahahah Presidential debate? More like amateur comedy hour? Loooool amiright guys? Guys?
1256,can we get this annoying twitter feed off the screen so i can watch the #debates,Can we get this annoying twitter feed off the screen so I can watch the  #debates ?
1257,mitt romney better wipe that smerk off his face he's in no position to be looking even more #stupid than he already looks,Mitt Romney better wipe that smerk off his face --  he's in no position to be looking even more #Stupid than he already looks.
1259,yes we can help but it's going to take a different path not the one we've been onmitt romney,Yes --  we can help. But it's going to take a different path. Not the one we've been on.-Mitt Romney
1261,mitt romney doesn't care about black ppl kanye voice michael myers awkward steer,@layzmahogany mitt romney doesn't care about black ppl *kanye voice* *michael myers awkward steer*
1262,cue lose yourself by eminem and turn on nbc for the 1st potus debate #obama v #romney,Cue Lose Yourself by Eminem and turn on NBC for the 1st POTUS debate #Obama v #Romney
1264,obama is throwing shots but he's still getting his point across #obama,Obama is throwing shots --  but he's still getting his point across. #OBAMA
1265,small business is what creates jobs i am own a small business and pay two employees support small business #debate #gop #romney #usa,Small business is what creates jobs. I am 23 --  own a small business and pay two employees. Support small business. #Debate #GOP #Romney #USA
1267,#romney just said that small business people find troubles in america way to court the midget vote #cnbc2012,#Romney just said that small business people find troubles in America. Way to court the midget vote. #CNBC2012
1270,wait the presidential debate only has two people hilarious country that america #pnpcbc #presidentialdebate,Wait --  the presidential debate only has TWO people? Hilarious Country --  that America. #PnPCBC #PresidentialDebate
1271,#debates are not real they must discuss #ndaaruling which says the us govt can imprison you on suspicioun alone no judge,#debates are not real. They must discuss #NDAARuling which says the US govt can imprison you on suspicioun alone. No judge.
1272,is it sad that mitt romney remind me of my music professor,Is it sad that Mitt Romney remind me of my music professor?
1273,get off me you homeless woman i will not help you unlessyouvoteformeandipushalotoflegislation #presidentialdebate,GET OFF ME YOU HOMELESS WOMAN! I WILL NOT HELP YOU! unlessyouvoteformeandipushalotoflegislation #presidentialdebate
1274,if i ever cats mitt romney on the street thats his ass,IF I EVER CATS MITT ROMNEY ON THE STREET THATS HIS ASS!
1275,romney i don't have a tax cut of the scale you're talking about #debates #patchpolitics,RT @HuffPostPol: Romney: I don't have a tax cut of the scale you're talking about http://t.co/mGEdEbWd #debates #PatchPolitics
1278,and how are you goin to do what you're saying you want to do #obama wanting and doing are two different things,.....and HOW are you goin to do what you're saying you want to do #Obama ??? Wanting and Doing are two different things...
1279,cnn lol rt abc nbc fox or cbs childish lol i know #presidentialdebate,CNN lol RT@ASAP_Bird: ABC --  NBC --  FOX --  or CBS? Childish lol I know. #PresidentialDebate
1280,why does mitt romney look like he doesn't understand a word of what he's saying,Why does Mitt Romney look like he doesn't understand a word of what he's saying?
1281,love that # on romney's list is energy independence #debatesthought exact same thing,RT @boonepickens: Love that #1 on Romney's list is energy independence. #debates--thought exact same thing
1282,observation romney very personal with himself and who he met but its very very early for a point plan #debates,Observation: Romney very personal --  with himself --  and who he met --  but its very --  very early for a 5 point plan #debates
1284,so they say the same thing doesn't work in the same ways guys it's a debate #xboxpoll #debates,So they say the same thing doesn't work in the same ways? Guys --  it's a debate.... #xboxpoll #debates
1286,mitt romney bout to spank obama obama still going to win i guess,Mitt Romney bout to spank Obama  --  Obama still going to win I guess
1287,obama first to say he agrees with romney that's not something i would have bet on #debates,Obama first to say he agrees with Romney. That's not something I would have bet on. #debates
1288,i see romney is taking a more sentimental approach to try to win this #debates,I see Romney is taking a more sentimental approach to try to win this #Debates
1290,i promise you if mitt romney chewed ass win im moving to another country,I promise you if Mitt Romney chewed ass win im moving to another country
1291,personally i think we're screwed no matter who wins this election just saying but i still want #romney,personally i think we're screwed no matter who wins this election --  just saying  but i still want #romney
1292,obama is so funny like literally hes the best person ever if he wasnt president he could be a comedian,OBAMA IS SO FUNNY LIKE LITERALLY HES THE BEST PERSON EVER IF HE WASNT PRESIDENT HE COULD BE A COMEDIAN
1293,fu k u romney and what the fuck typa name is mitt,Fu K u romney and what the fuck typa name is mitt
1295,shit romney is handsome its all that foie gras he eats #debates,shit romney is handsome.  its all that foie gras he eats.  #debates
1296,romney goes big 1st w his points let u know he's hre ready go #tcot #gop #election2012 #cspan2012 #blackconservativesforromney,Romney goes big 1st w/ his 5 points 2 let U know he's hre & ready 2 go #tcot #gop #Election2012 #cspan2012 #blackconservativesforromney
1297,i like how he pretty much skipped over balancing the budget #romney #debate,I like how he pretty much skipped over balancing the budget. #romney #debate
1299,first question what are the main differences between the two of you on how you go about creating new jobs obama stars #debates,First question: What are the main differences between the two of you on how you go about creating new jobs? Obama stars. #debates
1300,not gonna watch this debate fuck mitt romney that is all,Not gonna watch this debate. Fuck Mitt Romney! That is all.
1302,when has obama gone for the topdown taxes for the rich #romneylies #denverdebate the answer is never,RT @Abi0lvera: When has Obama gone for the topdown --  taxes for the rich? #romneylies #denverdebate the answer is NEVER!
1303,wen #obama speaks it seems like it comes natural to him but wen #romney speaks it seems like he been practicin or rehearsin what he gne say,Wen #Obama speaks it seems like it comes natural to him but wen #Romney speaks it seems like he been practicin or rehearsin what he gne say
1304,mitt romney casually playing jenga is the only metaphor you'll ever need for what he'll do to america,Mitt Romney casually playing Jenga is the only metaphor you'll ever need for what he'll do to America.
1305,can someone ask mitt romney what could possibly be so funny why is he smirking,CAN SOMEONE ASK MITT ROMNEY WHAT COULD POSSIBLY BE SO FUNNY??? why is he smirking ?!?!?!
1308,when has obama gone for the topdown taxes for the rich #romneylies #denverdebate,When has Obama gone for the topdown --  taxes for the rich? #romneylies #denverdebate
1309,mitt romney looks like that old guy on the quaker oatmeal boxes old lumpy,Mitt Romney looks like that old guy on the Quaker oatmeal boxes.. old & lumpy
1310,watching president obama on the #presidentialdebate and am captivated by him as per usual,Watching President Obama on the #PresidentialDebate and am captivated by him as per usual.
1313,turned to the #debates just in time to hear romney start talking and i said shut the fuck up,turned to the #Debates just in time to hear romney start talking. and i said shut the fuck up.
1314,it's funny how obama torments romney on lowering taxes yet says that manufacturing taxes should be lowered #presidentialdebate,It's funny how Obama torments Romney on lowering taxes --  yet says that manufacturing taxes should be lowered #PresidentialDebate
1315,in last 24hrs there have been twice as many tweets about tonight's debate than all of the #debates in via,RT @ABC: In last 24hrs there have been twice as many Tweets about tonight's debate than  all of the #debates in 2008 (via @gov) http://t ...
1317,i'm not voting for obama third party #ftw but #dayum can i not stand #romney,I'm not voting for Obama (third party #ftw) but #dayum can I not stand #Romney
1319,obama how do we pay for that well sir you are the president you're supposed to already know the answer to that,Obama: How do we pay for that? -- Well sir - you are the president. You're supposed to already know the answer to that.
1322,president obama hasn't been listening to the overwhelming majority of americans who object to his biggovt agenda #presidentialdebate2012,President Obama hasn't been listening to the overwhelming majority of Americans who object to his big-govt agenda. #PresidentialDebate2012
1323,the difference between #obama and #romney is the same as eminem and slim shady #theyarethesame #debate #garyjohnsonforpresident #pmtdebate,the difference between #Obama and #Romney is the same as Eminem and Slim Shady #theyarethesame #debate #GaryJohnsonForPresident #PMTdebate
1326,cookie rt yup unfollowed rt im voting for mitt romney tho,cookie ?  RT @Tino_Chelli: Yup unfollowed RT @itsbrianicolee: im voting for mitt romney tho .
1327,mitt romney looking like he don't know where the fuck he is,Mitt Romney Looking Like He Don't Know Where The Fuck He Is...
1328,tax code review balanced budgeting touted by obama as key to future goals though for years hasn't happened #debates #cnbc2012,Tax code review --  balanced budgeting touted by Obama as key to future goals though for 4 years hasn't happened #debates #cnbc2012
1329,obama is by far one of the worst presidents america has had your debate just sounds stupid #romney,Obama is by far one of the worst presidents America has had --  your debate just sounds stupid. #romney
1330,obama govt govt govt tax tax tax romney small business and energy independence #debates,Obama. Govt Govt Govt. tax tax tax Romney Small business and energy independence #debates
1334,obama better b president bc im not dealing with years of t h i s,OBAMA BETTER B PRESIDENT BC IM NOT DEALING WITH 4 YEARS OF T H I S http://t.co/qrsoJvd7
1340,if i said uhh this many times on an interview i wouldn't get the job #presidentialdebate,if i said uhh this many times on an interview --  i wouldn't get the job... #PresidentialDebate
1342,romney is saying i will kill gay people when you play this backwards #debate2012 #debate #election2012 #idonotlikeyou,Romney is saying I will kill gay people. when you play this backwards. #debate2012 #Debate #Election2012 #idonotlikeyou
1344,drinks just because mitt romney had a step plan for us economy,5 drinks just because mitt romney had a 5 step plan for us economy.
1347,i'll get more things done sitting on my ass playing games than i ever will listening to mitt romney conjure up bullshit,I'll get more things done sitting on my ass playing games than I ever will listening to Mitt Romney conjure up bullshit.
1348,lets get ready to ruuummmbblllllee republic candidate mitt romney v defending champ president barack obama ding ding ding,Lets get ready to ruuummmbblllllee. Republic candidate Mitt Romney v defending champ President Barack Obama. ding ding ding
1350,one of our theta nu brothers jusy liked mitt romney on fb why,@TdotHarris one of our theta nu brothers jusy liked Mitt Romney on FB. Why?
1351,mitt i want to hear your plan to make us energy independent #debates,Mitt --  I want to hear your plan to make us energy independent. #debates
1352,#romneyryan2012 i'd rather peel off three layers of my skin roll around in rubbing alcohol at a train concert,#RomneyRyan2012 I'd rather peel off three layers of my skin & roll around in rubbing alcohol at a Train concert
1354,he talkin money sweetheart not bullshit like obama rt mitt romney talkinn crap lmao,He talkin money sweetheart --  not bullshit like Obama RT @DianaOVOXO: Mitt Romney Talkinn Crap Lmao
1357,how am i supposed to study now that i'm watching the #presidentialdebate,how am I supposed to study now that I'm watching the #PresidentialDebate?!
1358,if anyone is playing the drink when obama says uh you'd already be dead from alcohol poisoning#denverdebate,If anyone is playing the drink when Obama says uh --  you'd already be dead from alcohol poisoning.#DenverDebate
1360,q is how to create jobs o responds with bullshit platitudes and the usual #denverdebates #debates,Q is How to Create Jobs?: O-- Responds with Bullshit platitudes and the usual #DenverDebates #debates
1362,mitt romney is full of bullshit i fucking hate our government period,Mitt Romney is full of BULLSHIT! i fucking hate our government period.
1364,i dont believe anything that comes out of mitt romney mouth,RT @jeremiahKOEking: i dont BELIEVE anything that comes out of MITT ROMNEY mouth!
1366,basically mitt romney just wants the rich to be richer and the poor to be poorer yes,@Mrstreybreezy: Basically Mitt Romney just wants the rich to be richer and the poor to be poorer. YES
1368,wind and solar and biofuels and we have to make that investment to my cronies #denverdebate,Wind and solar and biofuels --  and we have to make that investment to my cronies #DenverDebate
1369,so funny you'd get so drunk so fast rt rules for #debates enjoy #yyj,So funny! You'd get so drunk so fast! RT @djtpalmer : Rules for #debates. Enjoy! #yyj http://t.co/1mm6HYQR
1372,just once after romney was done speaking i wish obama would say shit nigga #debates,Just once after romney was done speaking I wish Obama would  say shit nigga. #Debates
1373,the thought of mitt romney being president has become more and more frightening over time,The thought of Mitt Romney being president has become more and more frightening over time
1374,basically mitt romney just wants the rich to be richer and the poor to be poorer,Basically Mitt Romney just wants the rich to be richer and the poor to be poorer.
1375,i dont know who's fade i want more mitt romney or rahm emmanuel,I dont know who's fade I want more Mitt Romney or Rahm Emmanuel
1377,why is he talking directly at him tho my friend look away #presidentialdebate,Why is he talking directly at him tho? My friend look away  #PresidentialDebate
1380,my prediction halfway through the debate mitt romney goes oh who am i kidding then walks off the stage into oncoming t,RT @kumailn: My prediction: halfway through the debate --  Mitt Romney goes Oh who am I kidding? then walks off the stage into oncoming t ...
1381,romney's so amped up he's copying obama's answers word for word #mockthevote #debates,Romney's so amped up he's copying Obama's answers word for word. #MockTheVote #Debates
1382,i'm interested in hearing what both candidates have to say but uhh i already know who i'm voting for #teamobama,I'm interested in hearing what BOTH candidates have to say... but uhh I already know who I'm voting for.. #TeamOBAMA.!
1384,lol rt that talkhandshake that president obama romney had looked so fake lol,Lol RT @KamauMandela: That talk/handshake that President Obama & Romney had looked so fake! Lol
1387,can you tweet mitt romney and tell ihm to just stop talking,@NiallOfficial can you tweet mitt romney and tell ihm to just stop talking
1390,governor romney disagrees with the way i've run this country but boy do i agree with him #debates #denverdebate,Governor Romney disagrees with the way I've run this country --  but boy do I agree with him #debates #denverdebate
1391,shut up obama romney clearly is already winning so just answer the question the cute man asked #thanks #teamromney #nobama,Shut up Obama... Romney clearly is already winning so just answer the question the cute man asked. #thanks #TeamRomney #nobama
1393,i dont believe anything that comes out of mitt romney mouth,@jeremiahKOEking i dont BELIEVE anything that comes out of MITT ROMNEY mouth!
1394,bitches only #teamobama bc they threatening to take that welfareu shoulda been #teamhighschoolgraduate instead of #teamimmahoefasho,Bitches only #TeamObama bc they threatening to take that welfare....U shoulda been #TeamHighSchoolGraduate instead of #TeamImmaHoeFaSho
1395,mitt romney just said the same thing as obama just in different words #thisbitch,Mitt Romney just said the same thing as Obama just in different words. #ThisBitch .
1399,#romney energy independent open trade with sa crack down on china better schools balanced budget champion small biz funcing,#Romney: Energy independent --  open trade with S.A & crack down on China  --  Better schools --  Balanced budget --  champion small biz. /Funcing?
1401,i know what it takes to start a business and kick start the economyborrowing money from our parents is that the answer #debates,I know what it takes to start a business and kick start the economy.--borrowing money from our parents? is that the answer #debates
1402,i feel like mitt romney is laughing at what obama is saying lol k classy,I feel like Mitt Romney is laughing at what Obama is saying..?  Lol --  k.  Classy.
1405,mitt romney is the type of guy that would give you pennies for halloween or pretzels,@Perf_liam: Mitt Romney is the type of guy that would give you pennies for Halloween or pretzels
1406,i just wanna smack that arrogant ass smirk off mitt romney's face,I just wanna smack that arrogant ass smirk off Mitt Romney's face
1407,i hope barack didn't have anniversary sex before the #debates that makes your knees weak and your brain sleepy #imjustsayin,I hope Barack didn't have anniversary sex before the #Debates.  That makes your knees weak and your brain sleepy.  #ImJustSayin
1408,haha rt rt did anyone ask #romney or #obama if we can live tweet this thing #twittergate,haha! RT @rogerwhitson: RT @allistelling: Did anyone ask #Romney or #Obama if we can live tweet this thing? #twittergate
1409,first question obama doesn't answer mitt romney gives a step plan #romney2012,First question: Obama doesn't answer. Mitt Romney gives a 5 step plan. #Romney2012
1411,how can you be american and not watch the presidential debate like come on now #romney,How can you be American and not watch the presidential debate. Like come on now! #Romney
1413,mitt romney looks like a slightly stiffer version of reagan reagan today not 80s reagan #cnndebate,Mitt Romney looks like a slightly stiffer version of Reagan (Reagan today --  not 80s Reagan) #CNNDebate
1414,i wonder who the next black president will be after obama,@lukewillyz: i wonder who the next black president will be after obama @lil_Luster
1415,mitt romney get ready for this ass whooping you bouta get,Mitt Romney Get Ready For This Ass Whooping You Bouta Get !
1417,oh mitt romney but what if they're part of the though,oh mitt romney but what if they're part of the 47% though
1418,i don't think anyone hates mitt romney as much as those from massachusetts,I don't think anyone hates Mitt Romney as much as those from Massachusetts
1420,i can't take mitt romney seriously when he talks i just die laughing sorry mitt,i can't take mitt romney seriously. when he talks i just die laughing. sorry mitt.
1429,mitt romney is a dirty ass rat lowkey throwing slugs at obama obama lived in the chi tho so he better watch out lol,RT @TheDawnJuan: Mitt Romney is a dirty ass rat!! Lowkey throwing slugs at Obama! Obama lived in the Chi --  tho --  so he better watch out lol
1430,i do not enjoy mitt romney staring at me through my television screen,I DO NOT enjoy Mitt Romney staring at me through my television screen
1431,what if what happened to mel gibson in what women want is happening to mitt romney right now #debates,What if what happened to Mel Gibson in What Women Want is happening to Mitt Romney right now. #debates
1434,i just can't take mitt romney serious when he looks so much like the mayor from whoville in how the grinch stole christmas,I just can't take mitt romney serious when he looks so much like the mayor from whoville in how the grinch stole christmas
1435,were the debates always minutes i don't remember them being this long when i was a kid #debates,Were the debates always 90 minutes? I don't remember them being this long when I was a kid! #debates
1436,mitt #romney says he wants to cut down on #china when it cheats he's the one that transferred #us jobs to china which allows them to cheat,Mitt #Romney says he wants to cut down on #China when it cheats. He's the one that transferred #US jobs to China which allows them to cheat.
1437,i swear to god i think mitt's got a coke booger #debates,I swear to god --  I think Mitt's got a coke booger #debates
1438,snap check to obama for wanting to keep college tuition low #debates,*snap check* to Obama for wanting to keep college tuition low. #debates
1439,i think it says a lot about the president that he mentions the things he and his opponent agree on #pbdebates #debates,I think it says a lot about the president that he mentions the things he and his opponent agree on. #pbdebates #debates
1440,i've said it before i'll say it again mitt looks like mister fantastic reed richards from the fantastic four #debates,I've said it before & I'll say it again: Mitt looks like Mister Fantastic (Reed Richards) from the Fantastic Four. #debates
1441,shhhwe've secretly replaced mitt romney with the frozen corpse of ted williams let's see if american notices #deba,RT @SortaBadass: Shhh...We've secretly replaced Mitt Romney with the frozen corpse of Ted Williams. Let's see if American notices. #deba ...
1443,i hope he get in romney's ass like ted kennedy did a few years back #presidentialdebate,RT @JustMYthought17: I hope he get in Romney's ass like Ted Kennedy did a few years back #PresidentialDebate
1445,#denverdebate if neither candidate talks about the ndaaor the #ndaaruling they are wasting your time,#denverdebate If neither candidate talks about the NDAAor the #NDAAruling --  they are wasting your time.
1446,the romney pt plan has been stated many times on the trail but the msm ignored it now the american people will finally hear it #tcot #p2,The Romney 5 pt plan has been stated many times on the trail but the MSM ignored it --  now the American People will finally hear it #tcot #p2
1447,good joke by romney #debates balanced budget seems like the first thing that is different between them,Good joke by Romney #debates.  Balanced budget seems like the first thing that is different between them
1448,romney tried to pull away from the handshake before obama did does that make #potus the winner #debates #overanalysis,Romney tried to pull away from the handshake before Obama did. Does that make  #POTUS the winner? #debates #overanalysis
1449,if you're not a multimillionaire mitt romney doesn't give a fuck about you guess what thoneither does obama,If you're not a multi-millionaire --  Mitt Romney doesn't give a fuck about you. Guess what tho...neither does Obama!!
1451,might be the only kid so excited for the presidential debate right now #debate #election #obama,Might be the only kid so excited for the presidential debate right now #Debate #Election #Obama
1452,pretty shocked romney would say the word trickle next to the word down no matter what the context #debates,Pretty shocked Romney would say the word trickle next to the word down --  no matter what the context. #debates
1454,romney seems a little more relaxed and assured probably from fending of others in #gop2012 #debate so far so good #tcot,Romney seems a little more relaxed and assured. Probably from fending of @RickSantorum & others in #GOP2012 #debate. So far --  so good. #TCOT
1455,corporate tax rates all the way down to percent be still my beating heart soul #denverdebate,Corporate tax rates all the way down to 25 percent be still my beating heart soul #denverdebate
1456,reduce spending you say the same way we cut the deficit in half #denverdebates #debates #ndaaruling,Reduce spending you say --  the same way we cut the deficit in half? #DenverDebates #debates #NDAARuling
1457,mitt romney to reveal his true form answers questions while bound together by rocks and piss,Mitt Romney To Reveal His True Form; Answers Questions While Bound Together By Rocks And Piss
1459,do you all remember the day after obama won at school some kid had a banner that said my president is black,do you all remember the day after Obama won at school? some kid had a banner that said MY PRESIDENT IS BLACK
1463,thx for the twitter feed imposed over the #debates instead of listening to what i'm watching i can absorb in character gems,Thx @abcnews for the twitter feed imposed over the #debates. Instead of listening to what I'm watching --  I can absorb in 140 character gems.
1465,now obama wants to lower taxes since when just right now liar liar liar #romneyryan2012,NOW --  Obama wants to LOWER TAXES?  Since when?  Just RIGHT NOW?   LIAR --  LIAR LIAR  - #RomneyRyan2012
1469,obamas plan to say that romney agrees with him on a bunch of stuff is a good way to get republicans to turn on him #debates,obamas plan to say that romney agrees with him on a bunch of stuff is a good way to get republicans to turn on him #debates
1472,solyndra was your idea of boosting american energy production million tax payers dollars went poof #debates,RT @justencharters: Solyndra was your idea of boosting American energy production.  500 million tax payers dollars went poof.  #Debates
1473,mitt romney looks good but he's a complete liar and only cares about half of the country,@philbravo Mitt Romney looks good but he's a complete liar and only cares about half of the country.
1474,if u think mitt romney wud be a good president for america rethink ur whole life again and then kill urself,if u think mitt romney wud be a good president for america rethink ur whole life again and then kill urself
1475,when will the day come where we can have a heart monitor display to show the candidates heart rates #debate #presidentobama #romney,When will the day come where we can have a heart monitor display to show the candidates heart rates.  #debate #PresidentObama #Romney
1476,looks like who can you be who #damnshame lmfaoo rt mitt romney looks like ken #canibebarbie,Looks like who? can you be WHO? #Damnshame lmfaoo RT@ksoeds: Mitt Romney looks like ken #canibebarbie
1477,is romney going to have that weird smile on his face the whole time #debates,Is Romney going to have that weird smile on his face the whole time? #debates
1480,president obama just agreed with gov romney on twice in one answer #denverdebate,President Obama just agreed with Gov. Romney on twice in one answer. #DenverDebate
1481,when i hear president obama speak i hear go things spoken when i hear romney speak i hear blah blah blah blah,When I hear President Obama speak I hear go things spoken ....when I hear romney speak I hear blah blah blah blah....
1484,must not have stumped for a latino audience today #denverdebate rt what happened to romney's tan,Must not have stumped for a Latino audience today.  #denverdebate RT @jasoncherkis: What happened to Romney's tan?
1485,coming up obama #debates a retired ceo who banks with terrorists in offshore havens and now wants to gain access to u,RT @TheDailyEdge: Coming up: Obama #debates a retired CEO who banks with terrorists in offshore havens and now wants to gain access to U ...
1488,if mitt romney thinks he can excommunicate me from participation he better rethink before election day #debates,If Mitt Romney thinks he can excommunicate me from participation; he better rethink before Election Day #debates
1490,wen obama becomes president i wonder if jeezy gone make my president is black part,RT@big_T0919: wen Obama becomes president I wonder if jeezy gone make my president is black part 2
1493,obama is what you call a real nigga he loyal to his peoples #teamobama,Obama is what you call a REAL nigga . He loyal to his peoples . #teamobama
1495,already #obama sounds like an idiot to me the auto industry is roaring back honestly show me the numbers,Already #obama sounds like an idiot to me. The auto industry is roaring back? Honestly? Show me the numbers.
1504,this has nothing to do with the debate but mitt romney is kind of cute,This has nothing to do with the debate --  but Mitt Romney is kind of cute ._.
1505,green questions i'd ask if i were moderating a presidential debate #debate #denverdebate,RT @TreeHugger: 12 Green Questions I'd Ask If I Were Moderating a 2012 Presidential Debate  http://t.co/j7H8zbg9 #debate #denverdebate
1506,if i was in usa i would vote for #obama just because he is a huge part of history making this other dude sounds like a jerkoff lol,If I was in USA I would vote for #Obama just because he is a huge part of history making & this other dude sounds like a jerkoff lol
1507,mitt romney has this very smug look right now smh lol #americapresidentialdebate,Mitt Romney has this very smug look right now  smh lol #Americapresidentialdebate
1512,ain't no competition if god be for you who can be against you #2012debate #obama #noworries,Ain't no competition!!!! If God be for you who can be against you #2012Debate #Obama #NoWorries
1513,if you care about the future of our country go out and get registered vote #obama2012,If you care about the future of our country go out and get registered 2 vote #Obama2012
1514,if yall in south carolina aint register to vote get the fuck to it deadline saturday we got to get #obama bak in office,If yall in South Carolina aint register to vote get the fuck to it deadline saturday we got to get #Obama bak in office
1516,buy a new tv rt president obama's blue tie is severely strobing on my tvfirst gaffe #pmtdebate,Buy a new TV RT @piersmorgan: President Obama's blue tie is severely strobing on my TV....first gaffe? #PMTdebate
1517,man these president's don't do shit for us anyway lmfao leave obama in cause nobody else gonna make things different,Man these president's don't do shit for us anyway lmfao leave obama in cause nobody else gonna make things different
1518,i can't take ya serious if you want obama to run another years as president,I can't take ya serious if you want Obama to run another 4 years as president.
1520,if your not watching the #presidentialdebate right now then you need to get your life together,RT @AvaDiva12: If your not watching the #presidentialdebate right now then you need to get your life together.
1524,is it bad that this is the first presidential debate i've ever watched #debate #obama #romney,Is it bad that this is the first presidential debate I've ever watched? #debate #obama #romney
1528,haha if i was obama i would wait til romney started talking shit and just reply oh you think so oh so that's why i'm president huh,Haha --  if I was Obama --  I would wait til Romney started talking shit and just reply: Oh --  you think so? Oh --  so that's why I'm president --  huh?
1531,romney says he's going to restore the vitality to america also hopes to restore vitality to his face muscles #debates,Romney says he's going to restore the vitality to America --  also hopes to restore vitality to his face muscles. #debates
1532,breaking fox news has declared the mitt winner of the presidential election #debates,Breaking Fox News has declared The Mitt --  winner of the presidential election #Debates
1533,mitt romney looks like the type of dude to close the window shade when you trynna look out the window of an airplane,Mitt romney looks like the type of dude to close the window shade when you trynna look out the window of an airplane.....
1535,#mitt's real response to woman who's been out of work since may why borrow money from your parents #debate,#mitt's real response to woman who's been out of work since may: why --  borrow money from your parents! #debate
1539,mitt romney dont pay no taxes mitt romney don't pay no taxes,Mitt Romney dont pay no taxes Mitt Romney don't pay no taxes
1540,mitt romney is such a flip flopper it pisses me off,MITT ROMNEY IS SUCH A FLIP FLOPPER IT PISSES ME OFF
1541,jim lehrer is starting to look more and more like the #snl caricature no #denverdebate,Jim Lehrer is starting to look more and more like the #SNL caricature. No? #denverdebate
1542,president obama's blue tie is severely strobing on my tvfirst gaffe #pmtdebate it's bothering me too,@piersmorgan: President Obama's blue tie is severely strobing on my TV....first gaffe? #PMTdebate It's bothering me too!
1544,wowobama voted against cutting stafford act 4no days b4 the 2007speech where bo blasts fed gov not doing it #tcot,WOW!Obama voted against cutting Stafford Act 4NO days B4 the 2007speech where BO blasts fed gov 4 NOT doing it!! http://t.co/fivKY5K6 #TCOT
1545,i would never have the stones to be in a debate like this #pressure #presidentialdebate,I would never have the stones to be in a debate like this #pressure #PresidentialDebate
1546,everything about mitt romney just annoys the shit out of me,everything about Mitt Romney just annoys the shit out of me
1548,romney i can help you get a new job if you're willing to work for cents an hour in china #debates #denverdebate,@TheDailyEdge: Romney: I can help you get a new job. If you're willing to work for 27 cents an hour in China. #debates #DenverDebate
1549,every time mitt romney speaks a word i hate him even more than i did before,Every time Mitt Romney speaks a word --  I hate him even more than I did before.
1552,if you noticed hardly none of the black community was interested in politics until obama became president,If you noticed --  hardly none of the black community was interested in politics until Obama became president
1553,obama can shut up he hasnt done anything but spend billions of dollars these past years #romney,Obama can shut up he hasnt done anything but spend billions of dollars these past 4 years #romney
1554,i never noticed until today how much work romney's had done you're looking a lil madonna in the face there sir #debates,I never noticed until today how much work Romney's had done. You're looking a lil Madonna in the face there --  sir. #debates
1555,wait what how is opening up more trade in latin america going to increase jobs here #presidentialdebate,Wait --  what? How is opening up more trade in Latin America going to increase jobs here? #presidentialdebate
1556,romney going anecdotal on people who have no work or who are underworked #debates,Romney going anecdotal on people who have no work or who are underworked. #debates
1557,ima republican voting for mitt romney you dumb bitches is fucking up the economy #obama2012,ima republican voting for mitt Romney; you dumb bitches is fucking up the economy !!  #Obama2012
1559,mitt romney can suck my dick lick my dog balls die,mitt romney can suck my dick & lick my dog balls & DIE!!
1560,mitt comes right out saying he's not going to cut taxes on the rich this could get interesting #debates,Mitt comes right out saying he's not going to cut taxes on the rich. This could get interesting... http://t.co/BcAPtTSb #debates
1563,obama bouta mash on boul president obama is going to verbally dominate romney in tonights debate,Obama bouta mash on boul. = President Obama is going to verbally dominate Romney in tonights debate.
1565,watching the debate fuck mitt romney awh obama is so cute he's my man lol oh goshhh,@iMariahBrooks: watching the debate! fuck mitt romney! awh --  obama is so cute he's my man (: lol Oh Goshhh
1566,right we want specifics ps #romney doesn't look comfortable that's not good for him,@adamjcubs Right?!!!!! We want specifics!! Ps #Romney doesn't look comfortable. That's not good for him!
1568,romney called obama mrpresident i'm glad romney is in his lane tonight,Romney called Obama Mr.President --  I'm glad Romney is in his lane tonight
1569,five minutes to go i prethink #mittromney hit it out of the park tonight for what it is worth i agree,@billmaher: five minutes to go! i pre-think #MittRomney hit it out of the park tonight!> for what it is worth --   I agree
1570,#teamobama all the way we need not an ignorant man in oval office go obama,#TeamObama All the way. We need not an Ignorant man in oval office! Go Obama!
1575,mitt romney is intimidated by my president he's shaking in his draws,Mitt Romney is intimidated by my President. He's shaking in his draws
1576,omggggg guys can't wait to jerk off to the #debate tonight you #gop #dem,RT @TheChimpMeghan: OMGGGGG GUYS CAN'T WAIT TO JERK OFF TO THE #DEBATE TONIGHT --  YOU??? #GOP #DEM http://t.co/nF05s6wD
1577,i'm sitting here watching the debate and they haven't even said anything but i'm already calling bs #denverdebate,I'm sitting here watching the debate --  and they haven't even said anything but --  i'm already calling BS #denverdebate
1579,obama throw more money at our failed education system but no vouchers for the poor #denverdebate #saveamerica2012,RT @Atlasshrugs: Obama -throw  more money at our failed education system but no vouchers for the poor #denverdebate #saveAmerica2012
1585,i don't know why but watching the #presidentialdebate makes me want to play monopoly,I don't know why --  but watching the #presidentialdebate makes me want to play monopoly...
