text,retweetCount,tweet_id,MONTH,DAY,HOUR,MINUTE,isRetweeted,enteredAsRetweet,retweet_id,created_at
 #denverdebate #democracynow -- #obama mentions middle class but not poor. ,0,253662656291033088,10,04,10,07,0,0,0,2012-10-04 10:07:44
 OMG! totally forgot about the #presidentialdebate ,0,253662446953312257,10,04,10,06,0,0,0,2012-10-04 10:06:54
 Will increasing #infrastructure spending help the #economy? Candidates are answering; Take a stand at: http://t.co/FflRj8gE #debates ,0,253662735613706241,10,04,10,08,0,0,0,2012-10-04 10:08:03
 #PresidentialDebate  #GoObama ,0,253662580130861057,10,04,10,07,0,1,0,2012-10-04 10:07:26
 Mitt Romney is so presh #Debate2012 ,0,253662656848871427,10,04,10,07,0,0,0,2012-10-04 10:07:44
 "The question is not where we've been --  but where we are going!" -President Obama #debate2012 ,0,253663402575142912,10,04,10,10,0,0,0,2012-10-04 10:10:42
 RT @Atlasshrugs: Obama -throw  more money at our failed education system but no vouchers for the poor #denverdebate #saveAmerica2012 ,0,253663482438881282,10,04,10,11,0,0,0,2012-10-04 10:11:01
 #debates Love how Romney said "yes we can" ,0,253663414952538112,10,04,10,10,0,0,0,2012-10-04 10:10:45
 - #Retweet if your down for #TeamOBAMA ! ,0,253662296155492352,10,04,10,06,0,0,0,2012-10-04 10:06:18
 Is #Romney going to smirk throughout? #debate ,1,253663578635239424,10,04,10,11,0,1,0,2012-10-04 10:11:24
 Obama: Blame Bush II #DenverDebate ,0,253662349674815488,10,04,10,06,0,0,0,2012-10-04 10:06:31
 Mittens just reminded me of the Joker when he said "here... WITH ME!" #Decision2012 ,0,253662647092932608,10,04,10,07,0,1,0,2012-10-04 10:07:42
 ❤#Debate,0,253662752453844992,10,04,10,08,0,0,0,2012-10-04 10:08:07
 Y'all know what it is! Presidential Debate Time! #obama http://t.co/TpCfG5Kf ,0,253662379739586560,10,04,10,06,0,0,0,2012-10-04 10:06:38
 Love that Presdient Obama acknowledged his wife and their anniversary in his side of the #debates that's a good husband! ,1,253662660028153856,10,04,10,07,0,1,0,2012-10-04 10:07:45
 #Obama2012 ,2,253662546232496129,10,04,10,07,1,0,253661315451719680,2012-10-04 10:07:18
 debate time #Obama2012 ,0,253662283220262912,10,04,10,06,0,0,0,2012-10-04 10:06:15
 "This is the most romantic way you could have spent [your anniversary] --  here with me." #Romney #Debates ,0,253662572404948992,10,04,10,07,0,0,0,2012-10-04 10:07:24
 #Obama ,4,253662297594134528,10,04,10,06,0,1,0,2012-10-04 10:06:19
 Mitt is about to fucking educate y'all. #Romney #,0,253662690092924928,10,04,10,07,0,0,0,2012-10-04 10:07:52
 Everyone tuning in for the #presidentialdebate? #obama #romney ,0,253662396361609216,10,04,10,06,0,0,0,2012-10-04 10:06:42
 RT @Gorgeous_Britt_: #TeamObama #TeamObama #TeamObama #TeamObama #TeamObama #TeamObama #TeamObama #TeamObama #TeamObama #TeamObama #Team ... ,60,253663486008246272,10,04,10,11,1,0,253661440538456064,2012-10-04 10:11:02
 #TeamObama ! ,0,253662362576490497,10,04,10,06,0,0,0,2012-10-04 10:06:34
 I put the over/under on the first "let me be clear" at 20 minutes. #debates #debate. ,0,253663524813934593,10,04,10,11,0,0,0,2012-10-04 10:11:11
 #RomneyRyan2012 ,1,253662580164423681,10,04,10,07,0,1,0,2012-10-04 10:07:26
 #TeamObama ,1,253662709860691969,10,04,10,07,0,1,0,2012-10-04 10:07:57
 Who needs to study accounting? I am watching history. #debates ,0,253663671434240000,10,04,10,11,0,0,0,2012-10-04 10:11:46
 Mitt Romney's flow has already got my vote ,1,253662680353751040,10,04,10,07,0,1,0,2012-10-04 10:07:50
 #PRESIDENTIALDEBATE #TEAMOBAMA<3 http://t.co/N3d0M7Qf ,0,253662562342825984,10,04,10,07,0,0,0,2012-10-04 10:07:22
 Apparently the audience is so quiet at the #debates --  that if someone farts --  you can hear it on TV. ,0,253662614507380736,10,04,10,07,0,0,0,2012-10-04 10:07:34
 #obama ,0,253662370608578560,10,04,10,06,0,0,0,2012-10-04 10:06:36
 #PresidentialDebate Flights to New Zealand  http://t.co/qGH4rbTn ,0,253662718958137345,10,04,10,07,0,0,0,2012-10-04 10:07:59
 romney playing the emotional card #debates ,0,253662718958137344,10,04,10,07,0,0,0,2012-10-04 10:07:59
 Is this SNL @sethmeyers21  #debates #romney2012 ,0,253662521964244993,10,04,10,07,0,0,0,2012-10-04 10:07:12
 I don't know why --  but watching the #presidentialdebate makes me want to play monopoly... ,0,253663444476235777,10,04,10,10,0,0,0,2012-10-04 10:10:52
 Watching the Presidential #DenverDebate and hoping @BarackObama can seal the deal #resdeb ,0,253662375478165504,10,04,10,06,0,0,0,2012-10-04 10:06:37
 Screw Romney --  Screw Obama #nobama #noromney go Johnson #votegaryjohnsontolegalize ,1,253663492194856961,10,04,10,11,0,1,0,2012-10-04 10:11:04
 Mitt Romney taking #Obama2012s slogan? #debates #aintnobodygottimeforthat ,0,253662815305478144,10,04,10,08,0,0,0,2012-10-04 10:08:22
 #tcot официальный android для htc hd2 http://t.co/cumsfYYG ,0,253662337855287298,10,04,10,06,0,0,0,2012-10-04 10:06:28
 If you tweet supporting Mitt Romney you will be unfollowed ,2,253662760485924864,10,04,10,08,0,1,0,2012-10-04 10:08:09
 Shut up Mitt Romney. You're not funny #stoptrying ,0,253662484509122560,10,04,10,07,0,0,0,2012-10-04 10:07:03
 How can Mitt Romney Relate to Us if he was born with a Silver Spoon in his mouth ??? #TeamObama . ,0,253662614423474176,10,04,10,07,0,0,0,2012-10-04 10:07:34
 No one looks condescendingly bemused quite like Mitt Romney. #cspan2012 ,0,253663453540151296,10,04,10,10,0,0,0,2012-10-04 10:10:54
 Obama claims education is one of his major priorities. That's why he's shutting down half of UW-Madison to campaign tomorrow. #DenverDebate ,5,253662585898016769,10,04,10,07,0,1,0,2012-10-04 10:07:27
 I thought the question was heads or tails...? #PresidentialDebate ,0,253662505409331201,10,04,10,07,0,0,0,2012-10-04 10:07:08
 “@OpenSecretsDC: Before the zingers fly --  learn about the candidates' top donors here:  http://t.co/CspczVH3 #debates #debatedenver” ,1,253662323007442944,10,04,10,06,0,1,0,2012-10-04 10:06:25
 America does best when the middle class flourishes. #president #debates ,0,253662639178256384,10,04,10,07,0,0,0,2012-10-04 10:07:40
 Haha yea mitt Romney is funny too! #Romney2012 #NextPresident #letsgoo #SaveAmerica ,1,253662687995756544,10,04,10,07,0,1,0,2012-10-04 10:07:52
 RT @SheSo_PETITE: #TeamObama ,32,253662312030937088,10,04,10,06,1,0,253657893734338560,2012-10-04 10:06:22
 Perhaps Moochello and Barry #Obama2012 can have anniversary next year through PRISON GLASS and a Phone. ,0,253662490800570368,10,04,10,07,0,1,0,2012-10-04 10:07:05
 RT @CNNPolitics: Our #CNNDebate coverage has begun with @andersoncooper @wolfblitzer @johnkingcnn #debates http://t.co/l7b3xrAd ,20,253663259046055937,10,04,10,10,1,0,253632885821673472,2012-10-04 10:10:08
 Mitt romney sound like Mayor West. Family guy head ass ,0,253662568193863680,10,04,10,07,0,0,0,2012-10-04 10:07:23
 Lord please give my President all the right words to say to get him re-elected!  #Obama2012 #debate2012 ,0,253663465934315520,10,04,10,10,0,0,0,2012-10-04 10:10:57
 Everything Mitt Romney says.. just sounds like a boldfaced a lie.... sinister ass voice ,7,253662765745569792,10,04,10,08,0,1,0,2012-10-04 10:08:10
 #TeamObama ,1,253663528077127682,10,04,10,11,0,1,0,2012-10-04 10:11:12
 #PresidentialDebate #TeamObama ,1,253662300941205504,10,04,10,06,0,1,0,2012-10-04 10:06:20
 #TeamObama ,0,253662286923845633,10,04,10,06,0,0,0,2012-10-04 10:06:16
 Romney talking about losing jobs and homes --  well as they say go with what you know --  he's shut down enough #DEbates ,0,253662752843894784,10,04,10,08,0,0,0,2012-10-04 10:08:07
 He wishes Michelle a Happy Anniversary during the debate.....I LOVE them #PresidentialDebate #Obama2012 ,0,253662294922387458,10,04,10,06,0,1,0,2012-10-04 10:06:18
 #RomneyRyan2012 ,0,253663424117104640,10,04,10,10,0,0,0,2012-10-04 10:10:47
 mitt romney is such a fucking dick. ,1,253663640828395520,10,04,10,11,0,1,0,2012-10-04 10:11:39
 Wake up America --  Obama's ideas are bad for this country! #debates ,0,253662740516839426,10,04,10,08,0,0,0,2012-10-04 10:08:04
 A true gentleman! RT @HuffPostPol: Obama starts off by wishing Michelle a happy anniversary http://t.co/lnfJ8WJQ #debates ,0,253662396294516737,10,04,10,06,0,0,0,2012-10-04 10:06:42
 Mitt Romney is the most ignorant motherfucker alive. He says the dumbest shit lol. ,0,253663453573697536,10,04,10,10,0,0,0,2012-10-04 10:10:54
 America --  F**k yeah! RT @thelifefiles: Mitt Romney's jacket flag is bigger than Obama's.  Aha! ,0,253663448720883713,10,04,10,10,0,0,0,2012-10-04 10:10:53
 RT @breehyde: i wish mitt romney was my sugar daddy ,2,253663464738942977,10,04,10,10,1,0,253648031747035136,2012-10-04 10:10:57
 Obama's team: "Please please please try not to say 'uh' " #debates2012 #debates #debate #debate2012 ,0,253662316430770176,10,04,10,06,0,0,0,2012-10-04 10:06:23
 The FIRST of Three Presidential Debates ... #DomesticIssues #Debates ... get your family around the TV ... lets go human beings we need this ,0,253662948902449152,10,04,10,08,1,0,253661456187392003,2012-10-04 10:08:54
 The American people want you to tell us about our economy... Not your wedding anniversary! #debates #2012debate #denverdebate ,0,253662425495257088,10,04,10,06,0,0,0,2012-10-04 10:06:49
 Obama for president #Niggas make sure yu vote ,0,253663540928466944,10,04,10,11,0,0,0,2012-10-04 10:11:15
 Romney IS TRYING MR.OBAMA #PresidentialDebate JUST LOOK AT OBAMA FACE.!! LMAO he got that "Get YOUR LIFE" Face RIGHT NOW.!! ,0,253663000710500352,10,04,10,09,0,1,0,2012-10-04 10:09:06
 #TeamObama ,0,253663264267972608,10,04,10,10,0,0,0,2012-10-04 10:10:09
 Lets fucking get it #obama ,2,253662226026737664,10,04,10,06,0,1,0,2012-10-04 10:06:02
 Oh great what Obama thinks we need to do...at little too late #PresidentialDebate ,0,253663059191689216,10,04,10,09,0,0,0,2012-10-04 10:09:20
 President Obama started off solid! ,0,253662928811749376,10,04,10,08,0,0,0,2012-10-04 10:08:49
 #BEDebate2012 #debates R folks buying Romney's story in terms of showing empathy for regular folks? Is trickle down gov't a line that works? ,3,253663313760747520,10,04,10,10,0,1,0,2012-10-04 10:10:21
 When Romney and Obama shook hands --  was I the only one who thought about Will Ferrel and Zach Galifinakis in the campaign?? #election2012 ,0,253662249049260032,10,04,10,06,0,0,0,2012-10-04 10:06:07
 Watching The Presidental Debate. #Obama2012 ,5,253663229392334849,10,04,10,10,0,1,0,2012-10-04 10:10:01
 RT @CocaineKaay: #PresidentialDebate VOTE OBAMA BITCH. ,0,253662919789789185,10,04,10,08,1,0,253661024295727104,2012-10-04 10:08:47
 Did Mitty just copycat the Prez? #debates ,0,253662844959211521,10,04,10,08,0,0,0,2012-10-04 10:08:29
 Barack is so handsome ,5,253663329174822913,10,04,10,10,0,1,0,2012-10-04 10:10:25
 Watchin The Presidental Debate #TeamObama F*ck Mitt Romney ,0,253663083795472384,10,04,10,09,0,0,0,2012-10-04 10:09:26
 “@_aliyahkaylinx3: Mitt Romney is a fucking rat,0,253663373139517440,10,04,10,10,0,0,0,2012-10-04 10:10:35
 RT @PwincessLex: “@michaelbucknell: @kayla_bensie said Paul Ryan was attractive. ,2,253663075113238528,10,04,10,09,1,0,253662035248820224,2012-10-04 10:09:24
 Both candidates in first response talked of "energy independence -- " "new sources" etc -- Climate disaster is bipartisan #debates ,4,253663069429977088,10,04,10,09,0,1,0,2012-10-04 10:09:23
 mitt romney iss dumb ahahaa ,0,253662920238587904,10,04,10,08,0,0,0,2012-10-04 10:08:47
 #debates O inherited a problem? I haven't heard that one a bazillion times already #DenverDebate #lame ,0,253662258071207936,10,04,10,06,0,0,0,2012-10-04 10:06:09
 I wanna fight Mitt Romney ,0,253662933123489792,10,04,10,08,0,0,0,2012-10-04 10:08:50
 #PresidentialDebate bullshit Romney --  you wanted to give us more taxes and have the rich pay less ,0,253662844975992832,10,04,10,08,0,0,0,2012-10-04 10:08:29
 Mitt made a face when Obama mentioned his wife #debates ,0,253662274802290688,10,04,10,06,0,0,0,2012-10-04 10:06:13
 Bout to go watch this presidential deBate #TeamOBama ,0,253662936868999168,10,04,10,08,0,0,0,2012-10-04 10:08:51
 Larrah --  Trickle down --  toss to BO --  go Mr President go. #debates ,0,253663192767672320,10,04,10,09,0,0,0,2012-10-04 10:09:52
 #mittromney is a fuckin #asshole ,0,253663285709246465,10,04,10,10,0,0,0,2012-10-04 10:10:14
 Mitt Romney needs to stfu. Racist ass mofo ,0,253662840630697984,10,04,10,08,0,0,0,2012-10-04 10:08:28
 Debate time ! #OBAMA ,0,253662266195582976,10,04,10,06,0,0,0,2012-10-04 10:06:11
 #TeamObama ,0,253663301907656704,10,04,10,10,0,0,0,2012-10-04 10:10:18
 Mitt romney has a bigger american flag lapel #patriotism ,1,253662229289897984,10,04,10,06,0,1,0,2012-10-04 10:06:02
 #TeamOBAMA .... #RT > > > > > > ,5,253663190221717504,10,04,10,09,0,1,0,2012-10-04 10:09:52
 Sure --  Obama. Community colleges. The most corrupt systems in the educational system. Sounds spot on. #DenverDebate #debates ,0,253663293816844291,10,04,10,10,0,0,0,2012-10-04 10:10:16
 Let's take a shot every time Romney blames Obama instead of talking about the changes he could make. #presidentialdebate ,1,253662923451408384,10,04,10,08,0,1,0,2012-10-04 10:08:48
 Shipping jobs overseas dig at Romney.  #DenverDebate ,0,253663356643328001,10,04,10,10,0,0,0,2012-10-04 10:10:31
 Hold it down cuh #Obama ,2,253662345333706752,10,04,10,06,1,0,253662063749132288,2012-10-04 10:06:30
 Mitt Romney doesnt convinse me at all . ,0,253662950219460608,10,04,10,08,0,0,0,2012-10-04 10:08:54
 RT @IAmVicJagger: President Obama just let the First Lady know it's REAL... Love It!!! ,38,253662852890628096,10,04,10,08,1,0,253662153079418880,2012-10-04 10:08:31
 What's that about "trickle-down approach"? #debates ,0,253663029558915072,10,04,10,09,0,0,0,2012-10-04 10:09:13
 Mitt Romney should restore his own vitality before he tries to do so with the country. Get him a defibrillator --  or a shotgun. ,0,253663268479066113,10,04,10,10,0,0,0,2012-10-04 10:10:10
 #Obama #2012PresidentalDebate put a smirk on had me weak! ,0,253662991638200320,10,04,10,09,0,0,0,2012-10-04 10:09:04
 That debate is on! Go romney Ryan!!!!! ,0,253663277069000704,10,04,10,10,0,0,0,2012-10-04 10:10:12
 #TeamObama ,1,253662315998760963,10,04,10,06,1,0,253662019318857728,2012-10-04 10:06:23
 So Romney and Obama present themselves as having literally the same exact plan #PresidentialDebate ,0,253663197146529795,10,04,10,09,0,0,0,2012-10-04 10:09:53
 He looks like a habitual liar. RT @jeremiahKOEking: i dont BELIEVE anything that comes out of MITT ROMNEY mouth! ,0,253663272425906176,10,04,10,10,0,0,0,2012-10-04 10:10:11
 #debates @MittRomney Mitt gets his points right. President Obama is on his heels talking about government hiring to reduce unemployment. ,0,253663306286522369,10,04,10,10,0,0,0,2012-10-04 10:10:19
 I think this is the first time I've actually seen @BarackObama look nervous. #uhoh #DenverDebate #Debate2012 ,0,253662248101367808,10,04,10,06,0,0,0,2012-10-04 10:06:07
 I would play a debate drinking game but I only turned 20. Guess I'll use my Dr Pepper Ten. #obama2012 #debate2012 ,0,253663033870647297,10,04,10,09,0,0,0,2012-10-04 10:09:14
 #debates loving the color contrast between ties ,0,253663331406209024,10,04,10,10,0,0,0,2012-10-04 10:10:25
 #denverdebate Round 1. Romney.  Obama --  general statements of nothingness. ,0,253663029575680002,10,04,10,09,0,0,0,2012-10-04 10:09:13
 I love the political statements @JudgeIsWright is throwing out! #RomneyRyan2012 ,1,253662229772255233,10,04,10,06,0,1,0,2012-10-04 10:06:03
 He couldn't wait eh? He MS! #PresidentialDebate. ,0,253663168214224896,10,04,10,09,0,0,0,2012-10-04 10:09:46
 Romney plans to improve education. Didn't Ryan put that on cutting table?#debatewatch ,2,253663275571634177,10,04,10,10,0,1,0,2012-10-04 10:10:12
 This is too funny. I'm playing along with my water bottle. #debates #president #obama #romney http://t.co/moq4BKS0 ,0,253663214292852739,10,04,10,09,0,0,0,2012-10-04 10:09:57
 RT @normitahhh: Nothing to do so I guess I'll watch the debate with my mom :) #OBAMA2012 ,0,253662278111600640,10,04,10,06,1,0,253661792235040768,2012-10-04 10:06:14
 Best anniversary ever --  or best anniversary. #debates ,0,253663381830123520,10,04,10,10,0,0,0,2012-10-04 10:10:37
 RT @ezstreet: Let the debate begin #obama2012  http://t.co/Sr07CzLs ,12,253663543885459456,10,04,10,11,1,0,253661624324468736,2012-10-04 10:11:16
 @NiallOfficial you should be watching the presidential debate!! #GoObama! #obama2012 ,0,253662320532799488,10,04,10,06,0,0,0,2012-10-04 10:06:24
 Romney could just help those people with a check. #debates ,0,253662656056135681,10,04,10,07,0,0,0,2012-10-04 10:07:44
 Mitt Romney --  killin' 'em with kindness! #FunnyMormonGuy ,0,253662761148612608,10,04,10,08,0,0,0,2012-10-04 10:08:09
 Romney much more comfortable than Obama.  #Debate #DenverDebate ,1,253662558752481280,10,04,10,07,0,1,0,2012-10-04 10:07:21
 I unlocked the ABC News' Your Voice --  Your Vote: 2012 Presidential Debate sticker on #GetGlue! #GetGlueHD #Debates http://t.co/o6pGvVD7 ,0,253662388119814144,10,04,10,06,0,0,0,2012-10-04 10:06:40
 Regardless of who you support --  gotta like the specific tone set by the candidates! Hope all answers include 5-pt plans! #Debates ,0,253663587472666624,10,04,10,11,0,0,0,2012-10-04 10:11:26
 Mitt Romney has the weirded gaze ever. He is losing without saying a word. ,0,253662379529879553,10,04,10,06,0,0,0,2012-10-04 10:06:38
 Romney looks focused and relaxed... Ohhh and very Presidential!!  Great opening Mitt!! ,0,253663382929043456,10,04,10,10,0,1,0,2012-10-04 10:10:37
 Mitt Romney can shut up #PresidentialDebate ,0,253662660351102976,10,04,10,07,0,0,0,2012-10-04 10:07:45
 #MittRomney  #republican  ,0,253662417584807936,10,04,10,06,0,0,0,2012-10-04 10:06:47
 Wait --  that's a joke from Mitt Romney. Hang on --  I just fell out of the fifth dimension. #debate ,0,253662610275315713,10,04,10,07,0,0,0,2012-10-04 10:07:33
 Mitt really needs to turn off the smug puss --  lol #Debates #Debate2012 ,0,253662450845630464,10,04,10,06,0,0,0,2012-10-04 10:06:55
 Ignore what I've done for the last four years --  because Romney is wrong.      #DenverDebate ,0,253662379546660864,10,04,10,06,0,0,0,2012-10-04 10:06:38
 The smirk on Mitt Romney's face right now... #sitbackdown #asshole ,0,253663641260408832,10,04,10,11,0,0,0,2012-10-04 10:11:39
 moving to different country if Obama wins the election. #RomneyRyan2012 ,3,253663648084549632,10,04,10,11,0,1,0,2012-10-04 10:11:41
 Fuck Mitt Romney. ,0,253662433665761280,10,04,10,06,0,0,0,2012-10-04 10:06:51
 #Nobama ,0,253662790663942144,10,04,10,08,0,0,0,2012-10-04 10:08:16
 Di people dem weh dung pon #TeamObama a look US visa ahahaahahaahaa eehhh ,0,253663612609118208,10,04,10,11,0,0,0,2012-10-04 10:11:32
 Mitt honey --  with you it's always romantic #debates ,0,253662497209470979,10,04,10,07,0,0,0,2012-10-04 10:07:06
 Shipping jobs over seas. Talk to your friend Emmelt at GE. Biggest outsourcer and crook. #debate #obama ,0,253663511828381697,10,04,10,11,0,0,0,2012-10-04 10:11:08
 We need another black person running for president after obama time up ,0,253663419952160769,10,04,10,10,0,0,0,2012-10-04 10:10:46
 That was the 6th time Mitt Romney has touched a black man #debate2012 ,1,253662357283282944,10,04,10,06,1,0,253661711490494466,2012-10-04 10:06:33
 Feel like me and @Mbishopx0 have the same thoughts about this debate. #Obama2012 ,0,253662769189105665,10,04,10,08,0,0,0,2012-10-04 10:08:11
 Debate viewing party at #stetson #university. #nbcpolitics #romneyryan2012 #americascomebackteam  http://t.co/1TEc5I6h ,0,253663532753776640,10,04,10,11,0,0,0,2012-10-04 10:11:13
 mitt romney lil uglasss !! ,2,253662557221560320,10,04,10,07,0,1,0,2012-10-04 10:07:21
 And the winner of tonight's debate is (drum roll)...Goldman Sachs and the Military Industrial Complex #DenverDebate  #Obama #Romney ,0,253662308180582402,10,04,10,06,0,0,0,2012-10-04 10:06:21
 #PresidentialDebate Tune in!!!! #TEAMOBAMA ,0,253662597939855361,10,04,10,07,0,0,0,2012-10-04 10:07:30
 #Obama! ,0,253663495214747649,10,04,10,11,0,0,0,2012-10-04 10:11:04
 I like that President Obama is highlighting some areas where he and Gov. Romney agree. #Debates #unity #fb ,0,253663587439104000,10,04,10,11,0,0,0,2012-10-04 10:11:26
 RT @brandondhowell: How am I going to pay for all of this? Don't ask me. #debate #denverdebate ,0,253663446820868096,10,04,10,10,0,0,0,2012-10-04 10:10:53
 Illinois unemployment has increased for three straight months http://t.co/uEuXAPig #debates #jobs #twill ,0,253662749547171842,10,04,10,08,0,1,0,2012-10-04 10:08:06
 That's What I'm Talking About #Obama2012 ...He acknowledge His Lady First! #RESPECT ,0,253662288186331136,10,04,10,06,0,1,0,2012-10-04 10:06:16
 Yes RT @Justmisslynn: Time to drink? #PresidentialDebate ,0,253662437428060160,10,04,10,06,0,0,0,2012-10-04 10:06:52
 RT @shirlzcake9: #PresodentialDebate begins! #Obama ,0,253662928681725953,10,04,10,08,1,0,253659439738007552,2012-10-04 10:08:49
 #TeamObama ,0,253662282775674882,10,04,10,06,0,0,0,2012-10-04 10:06:15
 How is it possible that Mitt Romney did not mention Tim Tebow as one of his 5 points to success?  #usethewildcatromney #debates ,0,253663457143046144,10,04,10,10,0,0,0,2012-10-04 10:10:55
 #Obama and #Mitt talking a lot to camera in their opening. #presidentialdebate ,0,253662707029512192,10,04,10,07,0,0,0,2012-10-04 10:07:56
 But before the debate even kicks off --  I just wanna say................... Fuck Mitt Romney. ,2,253662806572945408,10,04,10,08,1,0,253661375233146883,2012-10-04 10:08:20
 LOL.......Romney gives the 5 points early!!! #tcot #gop #Election2012 #cspan2012 #blackconservativesforromney ,1,253662683856007169,10,04,10,07,0,1,0,2012-10-04 10:07:51
 Blue ties at #debates historically correlate to election wins. I'm not just saying it --  someone did the math. She was on NPR last week. ,5,253662407929503744,10,04,10,06,0,1,0,2012-10-04 10:06:45
 Debates! #sopumped #Forward2012 ,0,253662292464508928,10,04,10,06,0,1,0,2012-10-04 10:06:17
 Yes TAx RELIEF! #mitt2012 ,0,253663709346557952,10,04,10,11,0,0,0,2012-10-04 10:11:55
 #TeamObama ,0,253663398942867456,10,04,10,10,0,1,0,2012-10-04 10:10:41
 What Romney needs to repeat over and over: We can't afford another 4 years like the last.  #DenverDebate #RomneyRyan2012 ,0,253662643586490368,10,04,10,07,0,0,0,2012-10-04 10:07:41
 Man --  Barock is really showing is age tonight. Where's hair and makeup when you need them?! #RomneyRyan2012 ,0,253662593678467073,10,04,10,07,0,0,0,2012-10-04 10:07:29
 Romney you can just leave now ,0,253662769222668288,10,04,10,08,0,0,0,2012-10-04 10:08:11
 It's their anniversary!!!! #obama go go go! ,0,253662366712070145,10,04,10,06,0,0,0,2012-10-04 10:06:35
 mitt romney is the type of guy who would date miranda cosgrove ,4,253662434731098112,10,04,10,06,0,1,0,2012-10-04 10:06:51
 @PeterBurnsRadio who chose the better tie? #DenverDebate ,0,253662576498597888,10,04,10,07,0,0,0,2012-10-04 10:07:25
 Oh yeah --  fuck Romney. #Debates ,0,253662597474312192,10,04,10,07,0,0,0,2012-10-04 10:07:30
 Mitt Romney makes joke- me: youre not funny. Jamal: HES WHITE hahaha. ,0,253662807877373953,10,04,10,08,0,0,0,2012-10-04 10:08:20
 I like that one is wearing a red tie & the other is wearing blue--would hate to seem like they agree on tie color  #denverdebate #debatefest ,0,253663440311287808,10,04,10,10,0,0,0,2012-10-04 10:10:51
 Good start by Mitt Romney though... but all na wash. He's winning nothing! ,0,253662697890144256,10,04,10,07,0,0,0,2012-10-04 10:07:54
 Mitt Romney so damn full of it lol ,0,253662538561105921,10,04,10,07,0,0,0,2012-10-04 10:07:16
 Mitt Romney Is A Joke  #TeamObama ,0,253663709363331072,10,04,10,11,0,0,0,2012-10-04 10:11:55
 Happy anniversary to President Obama. :)  What a great way to spend it. ,0,253663625045225473,10,04,10,11,0,0,0,2012-10-04 10:11:35
 Ah yes --  more solyndra style investments! #failingagenda #CantAfford4More #debate2012 #tcot ,0,253663591184609280,10,04,10,11,0,0,0,2012-10-04 10:11:27
 #Romney: 4M #jobs will be created with N. American energy independence. #PresidentialDebate ,0,253662715720134658,10,04,10,07,0,0,0,2012-10-04 10:07:58
 LOVE ME SOME OBAMA!!! YES GOD! #Obama'12 #FORWARD ,1,253662325343653888,10,04,10,06,0,1,0,2012-10-04 10:06:25
 #teamobama Good job Mr. President! ,0,253662442322788353,10,04,10,06,0,0,0,2012-10-04 10:06:53
 Hey former president obama is on tv...you jelly? @Prince_Boll #RomneyRyan2012 ,0,253662564213473280,10,04,10,07,0,0,0,2012-10-04 10:07:22
 Obama is s-s-t-t-uttering tonight. Nerves? Or does he not even know what he's saying? #debates ,0,253663687888494593,10,04,10,11,0,0,0,2012-10-04 10:11:50
 Nice answer #Mitt --  #debate ,0,253662694245298176,10,04,10,07,0,0,0,2012-10-04 10:07:53
 Watching this presidential debate! #mittromney ,0,253662677065428993,10,04,10,07,0,0,0,2012-10-04 10:07:49
 Debate time --  so glad I get to vote this year. #debates ,0,253662425608495104,10,04,10,06,0,0,0,2012-10-04 10:06:49
 Someone get me some Malibu! Definitely doing this while watching the #DenverDebate!  #Debate #PresidentialDebate ,0,253663671325179904,10,04,10,11,0,0,0,2012-10-04 10:11:46
 I'm voting for President Obama because he opened with a joke. Shows how much I know (care) about politics... ,0,253662413239488513,10,04,10,06,0,0,0,2012-10-04 10:06:46
 “@MorganJoly: WHO WOULD YOU VOTE FOR?  Mitt Romney  Morgan Joly Barack Obama” I'd do it in that order ,0,253663646004162560,10,04,10,11,0,0,0,2012-10-04 10:11:40
 #Obama2012 ,2,253662309610815488,10,04,10,06,0,1,0,2012-10-04 10:06:22
 If you had one sports question for President Obama and Mitt Romney --  what would it be? ,0,253662769256230912,10,04,10,08,0,0,0,2012-10-04 10:08:11
 Why is Obama answering questions that no one has asked him? Very odd! #presidentialdebate! ,0,253663578333253632,10,04,10,11,0,0,0,2012-10-04 10:11:24
 Mannnn u said this in 2008...and did do none of that. #obama ,0,253662366745632768,10,04,10,06,0,0,0,2012-10-04 10:06:35
 Happy 20th Anniversary President Obama & First Lady Michelle! #Debates #VoteObama ,2,253662284407242753,10,04,10,06,0,1,0,2012-10-04 10:06:16
 Gobama @ZF_ROTC #debates ,0,253663612109979648,10,04,10,11,0,0,0,2012-10-04 10:11:32
 President #obama looks right into the camera and gives a solid answer. Will #romney respond with an answer or a #zinger? Huh --  huh. Huh --  huh. ,0,253662358155698176,10,04,10,06,0,0,0,2012-10-04 10:06:33
 @KrystinaJ1 He seems a bit anxious --  give him a sec he will loosen up. #DenverDebate ,0,253663604103057409,10,04,10,11,0,0,0,2012-10-04 10:11:30
 Does it seem like 3 out of 5 of Romney's economic goals are exactly the same as Obama?#DenverDebate ,0,253663640694173697,10,04,10,11,0,1,0,2012-10-04 10:11:39
 Mitt Romney ! Thats that shit I dont like ,3,253662644685389826,10,04,10,07,0,1,0,2012-10-04 10:07:41
 Watching My President @BarackObama #PresidentialDebate ,0,253662387486457856,10,04,10,06,0,0,0,2012-10-04 10:06:40
 he is talking about reducing the deficit --  yet all he has down since he came into office is increase the deficit #what #GOP ,0,253662367261536257,10,04,10,06,0,0,0,2012-10-04 10:06:35
 Aww --  Mitt has a sense of humor...#debates ,0,253662517618937856,10,04,10,07,0,0,0,2012-10-04 10:07:11
