WordId,Word,TextRankScore
1860,math,0.370419
1803,picture,0.584781
1939,stream,0.987418
3055,earth,1.333091
1610,ol,0.330169
916,tips,0.632825
3519,ron,0.913210
2118,buying,1.229088
2934,breaks,1.377850
855,gives,0.646954
1037,dirty,1.048177
1796,sounding,0.852744
3208,tight,0.832220
1270,understand,0.974068
4455,accounts,0.738683
1986,wa,0.644582
1495,literally,0.836001
6060,chill,0.300279
589,friends,1.057263
1929,yrs,1.031741
448,scared,0.590141
3996,screams,0.722564
251,back,3.694383
2374,kicking,0.303594
3616,corpse,0.488033
1799,belongs,0.507710
117,past,0.927866
2591,realize,0.403074
1358,smh,1.223568
698,#presidentialdebate2012,0.813821
1787,goal,0.673053
918,ryan,1.754458
846,destroy,0.468067
6086,smoke,0.518674
2574,hi,0.741281
3885,fell,0.335109
1869,clinton,0.825202
1541,floor,0.893775
2650,shipping,0.911550
947,pushing,0.593984
917,paul,1.726931
1995,cool,1.148141
942,night,0.985013
5704,tvs,0.690946
4335,struggle,0.594920
5180,laden,0.795435
5181,saved,0.543207
905,mark,0.619532
4270,event,0.721466
411,fat,0.770697
6246,blunt,0.812000
4885,values,0.643548
1577,add,0.728074
717,bed,0.644489
1047,introduction,0.369196
1907,none,1.038279
4138,stealing,0.514194
436,fresh,0.656920
6803,yacht,0.545013
275,housing,1.238347
232,denver,0.756757
1795,worried,0.651039
2406,ann,0.646480
5221,insult,0.269349
4401,bronzer,0.698948
5329,#talkpoverty,0.418857
163,giving,1.125778
629,dis,0.959662
5232,talkn,0.294860
2548,imma,0.602682
1715,went,1.081171
912,observation,0.510894
642,job,2.134368
537,govt,1.771459
6233,elevator,0.524780
2942,trillion,1.135478
1406,repeat,0.957533
281,year,2.449802
3756,airplane,0.842089
5416,brother,0.665145
800,specific,0.499448
1445,audience,0.693714
3174,pageant,0.625084
593,straight,1.791611
4583,inside,0.617983
3469,ding,0.788416
1423,meant,0.690184
4441,aggressive,0.550399
600,needs,1.330929
3126,south,0.567335
527,dad,1.328702
6528,#firstpresidentialdebate,0.434377
3755,trynna,0.545150
2390,walk,1.618561
2393,walks,0.977001
779,looked,0.620293
475,hmm,0.726823
1324,act,0.902005
1555,smartest,0.342290
320,points,1.604691
1006,cold,0.945162
1636,snake,0.843343
1798,massachusetts,1.009619
6725,#masen,0.830622
2068,af,0.631353
221,#debate,5.317251
218,punk,0.433968
7278,loll,0.206300
1205,ah,0.457227
1320,wow,0.498555
953,rest,0.445507
340,candidates,1.535726
651,wanting,0.612051
783,brown,0.822173
782,eyeballs,0.581426
4443,spewing,0.641619
7816,civil,0.379122
6022,contempt,0.519594
1031,ironic,0.751798
5,last,2.063754
1025,#romney's,0.702397
3284,snl,1.145562
4825,ik,0.506826
3381,wasnt,0.782019
700,best,1.382659
5390,apologize,0.544689
946,suggest,0.341187
2054,qualified,0.341582
274,roaring,2.333878
85,obama's,3.034229
3584,whats,0.327742
1591,chance,0.698195
4406,joe,0.869767
1797,owner,0.358818
1001,shot,1.877431
1800,men,0.705871
5799,attractive,0.632739
3334,eminem,0.560276
6744,solo,0.238896
1210,mom,0.852732
3329,michael,0.787959
1506,#decision2012,0.411436
708,lame,0.658091
3056,agreed,0.907940
8234,stressed,0.653969
249,industry,2.443573
3069,buddies,0.430444
913,suit,0.684943
1721,declare,0.478849
3077,hit,0.866104
1744,smerk,0.452210
1220,double,0.718521
539,focus,0.678458
2808,billionaire,0.569388
172,dude,1.531060
174,peele,0.338696
3629,trail,0.654777
6401,df,0.759554
2852,suffer,0.241563
1527,excited,0.666686
7130,relief,0.633637
5373,anyways,0.580437
1488,gears,0.449156
1880,sick,0.566507
227,discuss,0.524333
3300,liberal,0.855495
2851,waste,0.604340
3932,odd,0.551879
1021,short,0.683018
1242,bs,0.909262
944,mexico,0.646777
1845,sweet,0.700381
3246,balls,1.029119
2075,okay,0.468364
3245,sucks,0.699367
2305,hood,0.335712
562,#election,0.576602
563,#vote,0.715395
5950,bias,0.446175
875,smirking,0.921274
4786,collapse,1.040141
844,tryna,1.303725
1534,thoughts,0.616138
3350,court,0.658351
2720,reference,0.431877
4075,closed,0.527382
3823,#dem,0.582153
1540,standing,0.994484
3677,#presidentobama,0.709880
2137,sounded,0.817611
2871,exposed,0.566693
5929,negative,0.430140
15,politics,2.052953
3809,park,0.256180
1446,level,0.489207
3693,offshore,0.758183
1213,interested,0.621198
4591,upset,0.378333
2407,oatmeal,0.820095
4372,bathroom,0.358336
4435,barrack,0.701279
2469,lighting,0.584207
6436,nasty,0.500589
821,blacks,0.608444
5803,picking,0.754355
1585,smug,0.662310
1467,bus,0.632385
3879,water,0.708209
4030,#fail,0.536514
2188,dead,0.889122
3489,break,0.465581
4179,wipes,0.494175
1952,pimp,0.729453
521,mayor,1.118688
924,crush,0.498502
1621,sit,1.314761
956,wit,1.212474
3220,attacks,0.738982
50,#debates,7.845891
4847,trickling,0.670139
654,mittens,1.020794
2667,weak,1.368920
1370,condescending,0.604259
4642,uneducated,0.441662
842,sentence,0.486062
5518,#denverdeb,0.520759
1291,blames,0.353951
501,tuition,0.870991
6724,warren,0.927325
759,red,0.531161
4228,lip,0.804410
584,debating,0.761801
2525,hahah,0.416928
6014,alien,0.751792
6013,illegal,0.714389
932,dog,1.269523
1114,channel,0.700333
333,pres,0.953822
3067,def,0.783383
1902,declares,1.568669
3921,youre,0.634663
4468,building,0.486148
336,government,1.761564
1435,tear,0.459232
2321,trickles,0.348394
901,political,1.570443
6082,raised,0.696008
2677,sum,0.480000
1594,build,0.337182
1910,terrible,0.501716
1982,evil,1.257550
1988,agenda,0.809518
4775,asses,0.414513
680,deal,0.601778
1107,tired,0.600100
3170,bailing,0.465005
3018,feeling,0.540548
3177,missing,0.440331
4207,license,0.845545
3359,judge,0.200625
3905,industrial,0.764062
1239,breaking,1.555462
1789,al,0.837362
4227,upper,0.541133
1686,boost,0.358938
5500,screaming,0.582410
73,put,1.132325
1364,human,0.470959
5171,aware,0.751296
1615,crying,0.490374
1318,sm,0.629064
2691,broadcast,0.729248
5561,satan,0.497112
2820,butt,0.723910
7747,dangerous,0.508709
5409,hired,0.412386
2716,ps,0.591207
3491,stump,0.618310
3609,mister,0.967964
806,show,0.813956
3620,#deba,0.365739
1368,grin,0.583704
1115,canada,0.868719
7500,horsedog,0.463815
1671,fine,0.655047
565,anyone,1.485674
6816,wo,0.655456
447,eye,0.425007
1940,obnoxious,0.613631
5036,opposite,0.740375
6186,grown,0.822682
3610,reed,0.740166
3735,buy,1.110883
3002,relate,0.463685
3646,beating,0.971309
3179,enter,0.552672
1104,bigger,0.652582
7132,substantive,0.512289
4260,rolls,0.479552
3417,lowered,0.494447
4427,wea,0.449998
4584,sees,0.505572
1571,lmfao,0.877445
1835,millionaires,0.360126
1546,keeps,1.202519
378,forgot,0.769550
921,#teamromney,1.138344
1557,public,0.438726
5491,style,0.607729
4489,crisis,0.880732
2471,older,0.570649
1816,glad,1.021533
3658,thx,0.499970
3674,rethink,0.685254
1007,nose,0.803783
4108,embassy,0.530709
768,suck,1.350946
733,news,2.414090
397,ads,0.759525
2445,votin,0.478367
2850,employment,0.839841
2467,mentions,0.836432
2156,expected,0.550720
2177,precious,0.810316
5821,shower,0.538819
5129,#fireobama,0.635870
2103,hungry,1.307187
5541,bobby,0.525797
1966,drones,0.431433
1697,disagree,0.383629
2450,child,0.981365
1102,happen,0.475414
793,laughed,0.512844
1215,hosts,0.413521
659,#patchpolitics,0.346023
6063,fault,0.345990
574,exactly,0.791448
4736,charges,0.588367
1600,sucking,0.389421
110,cuts,1.761308
4301,deliver,0.563038
7221,shove,0.402679
4024,references,0.570499
365,huge,1.224519
5397,kno,0.356465
315,works,0.269523
3736,leave,0.586256
5686,protecting,0.322706
1065,less,0.981597
6333,fucker,0.556224
3039,unsuccessful,0.255122
278,obamacare,0.545725
2291,shutup,0.516242
2158,response,0.917157
252,gm,0.599189
4543,products,0.597937
1881,punch,0.787909
927,alternative,0.629373
4914,twat,0.226559
952,tha,0.799017
5548,slave,0.457580
2641,vital,0.512266
248,auto,2.111231
3094,smirky,0.396612
4932,bar,0.598361
5674,tongue,0.668177
243,cares,1.044872
592,long,0.958889
7627,deserve,0.438573
530,nothing,1.576102
1203,spend,0.945482
3872,present,0.196301
4500,honest,0.639455
2147,yall,1.179303
1064,paid,0.980049
219,getting,1.623884
3972,concise,0.692634
778,idea,0.992760
2202,tender,1.378340
1179,usual,0.597619
4304,aid,1.264329
2211,bring,0.708952
3737,built,0.390409
526,explaining,0.564606
3992,pissing,0.499738
2205,amen,0.569857
1759,chatting,0.477807
1758,soooo,0.826205
851,asks,0.445501
6041,slice,0.548604
5295,#energy,0.356289
2806,king,0.922053
1022,foreclosure,0.751211
6297,#failingagenda,0.390093
474,won,1.179543
337,charge,0.661839
2607,facebook,0.743198
1978,call,1.318804
5289,#trickledown,0.338855
4293,probs,0.618461
3741,current,0.633369
1271,billions,0.598561
2732,ones,0.986830
4037,biden,0.712214
5011,analysis,0.312210
6081,#uppers,0.684734
2891,dollar,0.630843
6460,belong,0.539574
5741,including,0.561092
2701,handle,0.457055
3730,competition,0.358830
3360,homeless,0.430313
577,driving,0.485087
2837,feed,0.876630
4603,rnc,1.105147
5599,population,0.431452
1475,soo,0.598913
2125,united,0.619713
225,d,0.647090
707,#romney2012,0.833670
1545,sexy,0.627177
7469,sayin,0.523595
4794,hashtag,1.007264
2262,loud,0.712802
49,wish,1.058992
4824,hoe,0.678994
3235,dha,0.659072
542,kids,1.142676
1780,phrase,0.634133
591,journalist,0.442738
2146,crappy,0.706680
1231,figure,0.656919
1040,pick,0.547259
79,president's,0.652167
3640,ahead,0.434063
105,shall,0.813763
948,play,1.714687
107,trickle,1.791019
106,compare,0.531648
534,silly,1.125561
3003,proposed,0.359242
1727,investment,0.304243
4345,inconsistencies,0.328320
646,skit,0.816060
1264,jfk,0.649519
5713,offensive,0.553218
5187,uhhhh,0.449307
3555,knees,0.432447
1768,wasted,0.370121
16,irks,0.740114
1176,walked,0.796467
1401,history,0.807510
2752,decade,0.755624
5850,aged,0.713026
999,presidency,0.674892
1962,focused,0.516988
637,ways,0.703395
3414,turned,0.327108
1442,form,0.499767
2611,law,1.015000
972,explain,0.811592
6799,promoted,0.603147
7635,jacking,0.582985
492,headed,0.675833
5716,contest,0.594243
212,#pmtdebate,1.075947
5969,normal,0.596069
2185,uptight,0.534809
3534,disagrees,0.542767
2379,rick,0.758586
4472,beady,0.684288
7739,drift,0.514708
2223,drinks,0.624354
5714,compete,0.231446
2206,pissed,0.654556
5479,wall,0.551485
3578,reduce,1.189299
3272,compared,0.296622
416,ruling,0.945094
1054,major,1.273803
833,differences,1.073316
4097,reasons,0.296380
981,longer,0.513090
6328,disney,0.735718
2790,mitts,0.320340
1267,sec,0.634421
2549,sarcastic,0.457657
3149,able,0.765861
6243,seemed,0.668579
5188,suppose,0.356365
2225,talked,1.007548
168,takes,2.708801
6177,stinks,0.683050
3934,anxious,0.412498
4497,scott,0.570013
722,trickledown,0.884778
276,begun,1.242843
62,media,1.153368
1737,nicki,0.881499
1647,um,0.536344
4502,priority,0.370488
3980,drilling,0.541772
2370,tape,0.577669
979,dear,0.471602
4061,pbo,0.233160
1560,defensive,0.538770
4080,educated,0.631387
2330,war,0.706420
65,broke,0.732041
2064,books,0.451233
5879,whos,0.622022
185,motherfucker,0.662339
4598,#current2012,0.348213
3493,responds,0.641753
2363,flop,0.619823
1011,detailed,0.319598
222,sending,0.549777
4498,#ohwell,0.436056
3441,unfollowed,1.006772
5678,ease,0.514467
4909,names,0.321543
5469,african,0.384152
6825,#romneyzingers,0.468131
4763,faced,0.309122
3734,bak,0.535201
2635,peel,0.383049
2028,kiddos,0.547682
2129,christmas,0.352612
4096,houses,0.599049
576,means,1.074319
5501,obeezy,0.686413
388,focusing,0.447492
2711,listened,0.388934
3416,lowering,0.451749
889,isnt,0.586474
4418,don,0.286533
289,number,0.271670
564,sleazy,0.385729
4453,trillions,0.503423
498,household,0.577365
1154,gestures,0.645445
657,concerned,0.332470
5651,research,0.441881
3283,remind,0.333866
696,#elections,0.406284
6972,fail,0.474517
5173,ndaa,0.909611
618,part,1.083048
5777,grip,0.494100
1954,caught,1.267960
2329,comfortable,0.318883
4830,hun,0.692610
302,improve,0.485999
3704,peoples,0.604420
4134,blamed,0.332373
3833,silver,0.358410
310,ur,0.992919
1327,amazing,0.489185
3632,pull,0.829420
4989,windows,0.810115
3611,richards,0.441528
2222,tries,0.341048
3150,ultimate,0.587444
5144,mmm,0.344376
6509,errors,0.513972
58,students,1.151695
1886,borrow,0.331218
279,died,0.759765
280,hospital,1.148305
5131,#fw,0.274502
1782,noticed,0.928501
2626,fck,0.547023
5833,#classy,0.440600
2974,girl,0.579487
154,comments,0.438934
1350,basketball,0.415291
2247,attack,0.444531
6254,image,0.499881
2786,havent,0.506569
1928,rates,0.842528
3184,missed,0.876920
2263,finds,0.570838
4519,respectful,0.481070
1957,worry,0.650955
1349,#thestruggle,0.617622
2427,taxing,0.283509
2324,#conservative,0.413965
1934,purpose,0.316099
1061,bottom,0.767629
1356,#lies,0.657391
834,timeline,0.683498
7544,martin,0.434121
6209,councilman,0.345154
1519,finna,0.498899
129,live,1.972954
978,tower,0.208648
977,nakatomi,0.208648
1273,xbox,0.577635
147,store,0.484664
2465,turns,0.385549
4692,plays,0.581052
1381,choice,0.875838
3930,order,0.672016
3639,context,0.442768
1288,manufacturing,0.504714
266,meter,0.814121
4604,dnc,1.243232
3270,lips,0.379963
4744,bag,0.487837
5395,ham,0.835610
228,domestic,0.563442
2066,ages,0.593237
2688,booooo,0.289900
3908,#fb,0.671735
3591,mel,0.438325
686,followers,0.422914
3692,terrorists,0.465177
1767,fit,0.214170
6210,les,0.702182
5701,makin,0.397470
6258,kevin,0.567383
3649,rocks,0.516444
2424,blow,0.500046
743,asking,0.514193
3171,#youtubepolitics,0.259183
4015,rommney,0.475291
3421,third,0.778027
5632,stoked,0.350722
430,second,0.844161
3950,critique,0.430965
3396,#romneylies,0.219294
2620,cameras,0.250099
330,h,0.560568
5630,scares,0.384639
1367,eating,0.906988
1056,thank,0.559083
4728,smoking,0.233016
1348,supporters,0.642209
575,gore,0.782893
3623,week,0.433784
3368,exact,0.635117
3175,interview,0.524357
3383,k,0.519220
7340,plane,0.705805
4673,credit,0.529226
2704,sesame,0.533686
1828,shaking,1.349568
706,team,0.855454
3850,dumbest,0.593020
1484,magic,0.418099
5370,concentrate,0.290531
599,morning,1.010796
1974,graded,0.305511
2762,amount,0.798578
3548,classy,0.537654
1947,stressing,0.291178
1651,high,0.428691
2931,brain,0.358601
4686,#uhhh,0.245752
1290,count,0.257258
829,listing,0.690156
296,confused,0.613840
1017,feeding,0.509436
5367,bankruptcy,0.659605
4003,dumbass,0.669984
3439,cookie,0.789495
3440,yup,0.773795
6402,cotton,0.912164
3224,osama,0.395056
2490,spoke,0.771799
4829,debaters,0.637075
1460,puked,0.610662
741,baby,0.609536
7439,equality,0.681605
1649,supremacy,0.293780
4575,perfect,0.416157
3607,opponent,0.518317
264,market,0.455400
7012,rapping,0.325626
724,blowing,0.668646
725,america's,0.521761
3952,damage,0.349752
5053,marks,0.237008
1702,met,0.745870
1147,spider,0.302215
6223,#wind,0.445163
3690,ceo,0.744765
840,affordable,0.492208
1469,avoid,0.606340
3849,alive,0.617439
798,popular,0.582821
2102,#debates2012,1.269849
4503,degree,0.609789
1775,p,0.557088
2935,smirks,0.449746
386,rebuild,0.592733
755,accurate,0.427344
4785,verge,0.670199
990,fantastic,0.835507
426,retweet,0.327804
2795,ticket,0.499074
1481,til,0.600741
2392,music,0.603616
4684,#uhh,0.587914
7480,known,0.635312
112,recession,0.394315
2910,championing,0.462537
3902,drum,0.303977
1097,states,0.410024
224,pics,0.449469
4890,expecting,0.553092
1815,healthcare,0.607595
4388,homestead,0.190564
137,low,1.225694
1196,sad,0.531862
5447,acts,0.506155
5895,insane,0.326598
1322,voted,0.511051
2742,reply,0.536080
57,professor,0.653368
1549,drill,0.421640
2069,aye,0.367976
4439,pieces,0.292537
989,leader,0.524682
2391,theme,0.614047
5172,signed,0.605716
973,connection,0.635571
3810,oval,0.624999
2564,gate,0.417173
6994,viagra,0.254961
4099,finger,0.232158
3567,bouta,0.231531
312,wrong,0.445646
645,#snl,0.456351
2296,zinger,0.608229
7310,#thedebate,0.329955
2785,youve,0.928350
2161,lowkey,0.498555
6239,nights,0.470971
2988,comment,0.255079
2025,percent,0.525501
2594,offer,0.354110
2454,changes,0.403725
6220,elections,0.266618
7954,brink,0.565244
5420,regina,0.238896
1214,mtv,0.413521
245,scores,0.386628
3481,talkinn,0.460772
6575,affected,0.721357
6804,#greed,0.432396
3553,halloween,0.697079
3554,pretzels,0.881774
1125,q1,0.357161
1485,underwear,0.232998
5727,muslim,0.587806
3983,throat,0.590650
1515,remarks,0.536983
976,events,0.422396
7403,pause,0.364112
3304,counter,0.337733
5009,caymans,0.361302
6378,responsible,0.215936
1568,ion,0.381070
1781,surprised,0.353124
152,democrat,0.248187
2060,pins,0.587226
2527,union,0.785994
6204,persuasive,0.495806
1948,protect,0.248289
775,risk,0.278261
2278,shares,0.233917
2385,edge,0.238382
6750,booshing,0.283479
6751,relating,0.283479
3998,screw,0.217743
5217,elevators,0.255712
994,mud,0.467752
2741,text,0.403672
